Used Theory,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-7, 8, -9, 12, 2, 6, -11, -3], [-12, -8, -10, 4, 9, 2, -5, -3], [3], [-7, -8, 12, 6]]","[[-8, -7, 12, 6], [3]]","[[1, 2, 6, 7, 11, 12, -9, -5], [2, 4, 5, 6, -9, -7], [9, 11, 12, -8, -5, -4], [6, 10, 11, -9, -8, -7, -4], [2, 10, 11, 12, -9, -7, -5], [2, 4, 7, 11, -8, -5], [4, 6, 7, 8, 9, 10], [8, 12, -2], [-1, -10, 7], [-4, -2], [-8, 4, -10], [11, -4, 5, 7], [11, -10, -1], [8, 1, -11], [10, -2, -1, 6], [-7, -12, -9], [-8, 9, 2, 5], [-2, -9], [4, -9, -8, -7, -1], [12, -11, 7], [1, 10, -7], [-3], [9, -12, -4], [-6, 4], [9, 11, -4, -5]]",0.9921875,0.50341796875,0.50341796875,0.9921875,1.0,0.49560546875,T-,T+,0.9973230965240841,0.7292061952513396,251,149,251,149
"[[-10], [-7, -8, 13, -9, -1], [-11, 10, -2, -6, -13, -8, 12, 4, -1, -9, 14, 3]]","[[-7, -6, -5, -3], [-10]]","[[4, 7, 9, 13, 14, -12, -6, -3], [1, 7, 8, 12, 14, -13, -11, -5, -3], [2, 8, 12, -13, -7, -3], [14, -13, -12, -2, -5, -4, -3, -1], [2, 7, 9, 12, -14, -13, -11, -6], [1, 2, -12, -9, -8, -4, -3], [-13, 6, -2, -9], [4, 7, 8, 11, -3], [1, 2, 5, 11, 14, -4, -3], [-6, 4, -2], [9, 3, -11], [-7, 2, -4], [-3, 4, 5], [11, -1, 7], [2, 3, 13, -9], [9, 13, 6, -1], [-8, -13, -12, -2], [-8, 1, 11, -5], [1, 12, -14, -13, -8], [-13, 4, 8, -7, -6, 11], [-8, 2, 13, 14], [8, 2, 11, -1], [-13, 4, -11, 14, -8, -1], [1, 5, 6, 8, 9, -2], [2, 4, 6, 8, 9, 11, 12], [4, -12, 6, -11, -1, -7, 14], [4, 9, -12, -11, -8, -7, -3, -1], [3, -14, -5], [-9, 5, 7], [2, 8, 12, 14, -6, -5, -4, -1], [10]]",0.956787109375,0.42724609375,0.42724609375,0.956787109375,0.9338113623827909,0.442626953125,T-,T+,0.9944152403925905,0.8060234036466719,224,176,224,176
"[[-1, -2, -4, -11, -13, 14, 10], [-2, -7, 6, 3, 13, 9, -8, -14], [-7, -14, 12], [-1, 13, -11, 9, -6], [1, 13, -11, 2], [-10, -14, 12, 13, 5], [13, -11, -6, 5, 12], [-13, 12, 8, 5, 11, 2, 6, -4, -1, 3, -9], [2, -7, -9, 11, 3, 8]]","[[1, 2, 13, -12, -11], [5, 12, 13, -11, -10], [1, 2, 4, 8, -14], [9, 13, 14, -11, -10, -6, -5, -1], [-7, -14, 12]]","[[11, 5], [14, -9], [-7, 2, -4], [10, 4, -2], [7], [-13], [-10], [-12, 4, 5, -9], [9, -11], [-8], [-6], [3, -5], [-4, -3, -1]]",0.907470703125,0.251220703125,0.251220703125,0.907470703125,0.8920386007237636,0.202392578125,T-,T+,0.9883576018533535,0.9212920351552285,371,29,371,29
"[[-11], [7, 6, -8, -3, -12, 4, 1, -14, -9, -11, 5], [-1, 13, -12, 11, 3, -7, -14, -4, -5, -9], [4, 3, -7, 14, -10, -13, 6, 1, 5, 8, 12], [-7, -3, -4], [9, -12, 14, 7, 2, 11, -5, -8, -1, 10], [1, 5, 14, 7, -11], [8, -2, -12], [-10, -6]]","[[-7, -4, -3], [8, 10, -12, -2], [-6, -10], [-11]]","[[4, 8, 11, -13, -7, -6], [6, 7, 8, 10, 12, -4, -2], [3, 5, 14, -13, -10, -9, -8, -7, -1], [1, 3, 6, 8, 9, -14, -2], [11, 10, 3], [2, -14, -1], [11, 4, 5], [-8, 1], [2, 10, 12], [3, 10, -12, -8, -1], [12, 5, -2, 7], [14, -2, -5, -3, -1], [1, 12, -3, -10], [6, -14, -10, -8, -1], [7, 12, -5, -4, -1], [4, 5, 8, 12, -7], [10, 4, -3, -9], [3, 12, -14, -9, -6, -4], [13, 14, -12, -9, -7, -6], [3, 8, 10, -14, -12, -4], [5, 6, 11, -10, -8], [4, -3, 7], [1, 11, -4, 5], [-8, 10, -4, 14], [-7, 2, -13, 12], [1, -13, 4, 8, -6, -3, -2], [-14, 4, 9, 10, -3], [-14, 3, -13, 7, -5, -1], [8, 14, 6, -10], [-13, 6, -9], [-8, -12, 7], [2, 3, 5, 6, 9, 12, 13, 14], [-13, 5, -10, -11, -8, 9, -4], [2, 11, -12], [-14, -5, 13], [3, 4, -11, 14, -9, 8, -1]]",0.98455810546875,0.61456298828125,0.98455810546875,0.98455810546875,0.9984765386959171,0.6009521484375,T+,T+,0.9958156695483329,0.7312228937772706,193,207,193,207
"[[9, 3, 6, 14, -7, -12, 5, -10, 4, -2], [-12, -2, -8, -4], [-1, 12, 8, 10, -4, 7], [12, -3, -10, 4, -14, -5, -2, -9], [-12, -2, 6]]","[[7, 8, 10, 12, 13, 14, -11, -2, -6, -4, -1], [16, -12, -2], [-8, -16, 15], [-16, 4, 6], [-15, -4]]","[[-10], [10]]",0.267578125,0.17578125,0.17578125,0.267578125,0.19288793103448276,0.90625,T-,T+,0.9923894612692621,0.9603792777166956,386,14,386,14
"[[1, 7, 2, 11, 10, -12], [8, -12, -14, 13, 7, -9, -3, -1, -11, 6, 4, 2], [5, 7, 8, -4, 11, 3, 1], [11, -8, 1, 10, -7, 5, 13, -2, -4, -14, 9], [-11, -5, -7, 6, 12, 10, -3, 4, -2, 9, -8, -14], [-9, 11, -1, 10, 2, -13, -12, 4, 3, 14, -5, 8, -7], [2, -1, 4, 14, -11, 7], [-7, 2, 13, 3], [-3, -11, -9, -2, 1, 7, 10, -6]]","[[1, 2, 3, 7, 10, 11, -14, -13, -12, -9, -6, -5, -4], [-7, 2, 3, 13], [1, 5, 7, 8, 10, 13, -12, -3]]","[[-10], [10]]",0.95556640625,0.1055908203125,0.1055908203125,0.95556640625,0.9596330275229358,0.0665283203125,T-,T+,0.9929541448907715,0.9700495213719214,390,10,390,10
"[[5, -14, -13, -12, 4, -7, 3, 2, 11, -8, 1, -10, 9], [-12, 10], [-11, 10], [-3, 8, -5, 7, 13, 14, -4, -9, 6]]","[[10, -12], [10, -11]]","[[-13, 6, -2, -9], [-6, 12, -9], [-14, 3, -5], [-8, 4, 14], [-3, -2], [-4, 14], [4, 13, -9], [-7, -5, 4], [9, 3, 6, 1], [11, 10, 3, 13], [8, 11, 4], [-7, 2, -12, -1], [-8, -12, -3], [2, 12], [9, 2, 5], [-10], [7]]",0.9986572265625,0.3680419921875,0.3680419921875,0.9986572265625,1.0,0.36669921875,T-,T+,0.9979136423815225,0.8180048724718054,319,81,319,81
"[[3, 8, 14], [-5, 8, -11, 14, 13, 2], [-7, -2, 4, 5, 14], [-14, 12, -1, 2, 13], [1, 8, -4, -12, -2, 3], [-4, -8, 11, -13, 9]]","[[1, 3, 7, 8, 10, 11, -14, -13, -12, -9, -5, -4, -2], [8, 3, 14], [4, 5, 14, -7, -6, -2], [2, 9, 11, -13, -8, -4], [2, 10, 12, 13, -14, -1]]","[[-10], [10]]",0.9415283203125,0.2265625,0.2265625,0.9415283203125,1.0,0.1680908203125,T-,T+,0.9901051105200414,0.9349420710651741,377,23,377,23
"[[1, -7, 11, -6, 12, 14, -9, -5, 2, 8], [-7, 2, 3], [-6, -5, 10, 9, -4, 14, -7, 2, 8, 12, -1, 3], [9, 2], [10, 7, 4, 14, 6, -13], [14, -13, 7, -8, 6, -5, 10, 3, 9, 1, -2, -4, 12], [11, -1, 13, -14, -8, 6, 2]]","[[9, 2], [-7, 2, 3]]","[[-11, -10], [-8, 10], [3, -5], [-13, 14, 7], [8, 10, -14], [-7, 14, -10], [-14, 11, 13, -1], [13, 7], [8, -6, -13], [-6, -9], [1, -4, 14], [2, -14, -12, -9, -8, -3], [1, -14, 3], [-3, -1], [4], [-2], [12]]",0.9847412109375,0.325927734375,0.325927734375,0.9847412109375,1.0,0.3106689453125,T-,T+,0.9976575367492608,0.829120300232148,329,71,329,71
"[[9, 12, -11, -10, -1, -6, 14], [-2, 10, 12, -14, 5, 6, 11], [5, 14, -11, -13, -1, 7, -4, -10, -8, -2, 6, -12], [2]]","[[9, 12, 13, 14, -11, -10, -7, -6, -5, -1], [2]]","[[4, 6, 8, 13, 14, -10, -7, -5, -1], [1, 11, -10, -9, -8, -6], [-1, 7], [4, -3], [-4, 5, -9], [-8, -6, 3, -12], [11, 9, 3, 13], [14, -12, -1, -9], [1, 3, -10, 7], [-4, -12, -1, 14], [-10, 7, 9, -6, -4], [8, -7, -13, 5], [1, 2, 4, -11, -8, -7, 10], [3, -13, 6, -10, 11, 12], [-8, 13, 5], [3, -13, -10, -9, -1, -7, 14], [-5, 4, -13], [3, 6, -7, 10, 11, 12, -4], [1, -11, 14], [-12, 5, 6, -10, -8, -3, -1], [-14, -5], [8, 10, 5, -11], [-2]]",0.988525390625,0.47210693359375,0.47210693359375,0.988525390625,1.0,0.46063232421875,T-,T+,0.9963747587493895,0.7593393154792224,249,151,249,151
"[[6, 4, -11, -13], [-5], [-12, -13, 3, -14, 7, 2, 10, -4, -1, -9, -5], [5, -1, 7, -2, -8, -14]]","[[7, 12, -14, -8, -2], [4, 6, -13, -11, -7], [-5]]","[[6, 7, 8, 10, 12, -4, -2], [-13, 6, -2, -9], [6, 8, 9, 10, 12, -14, -11], [7, 8, 9, -11, -10, -3, -1], [1, 3, 6, 8, 9, -14, -2], [2, 6, 8, 9, 10, -13, -11, -1], [-6, 7], [-7, 2], [1, -3, -10], [3, 6, 7, 9, -8], [3, 4, 13, -2], [-9, 4, 6, 14], [8, -14, -9], [3, 9, 11, 13, -8], [8, 11, 4], [1, 2, -3], [9, 4, -7, 1], [-7, -4, 14, -10], [-6, -12, -1, -9], [-8, 14], [-10, -9, -8, 11, 13], [1, -6, -13], [4, -3, 6], [-14, -12, -10, -8, -4, -1], [5]]",0.970703125,0.5018310546875,0.5018310546875,0.970703125,0.9849661738912553,0.4871826171875,T-,T+,0.995869429858364,0.7613874885415505,257,143,257,143
"[[2, 11, 3, -14, -5, -1, -6, -7, -12, -4, -10, -9], [7, -14, 9, -1, 11, -3, -8, 2, -4, 13, 12, -10], [-5, 13, -3], [4, -1, -13, -7, 5], [4, 10, 8, -2, 1, 7, -3, -13, 11, -5, -6, -9, -12], [-5, 6, -1, -9, -3, 12, 13, -14], [13, 11, 6, 7]]","[[-3, -5, 13], [4, 5, -13, -7, -1], [1, 5, 6, 7, 11, 13]]","[[-10], [10]]",0.96832275390625,0.20355224609375,0.20355224609375,0.96832275390625,1.0,0.171875,T-,T+,0.9951178457211979,0.9492929777112837,382,18,382,18
"[[13, 8, -6, 14, 3, -12, -9, 5], [-1, 13, -3, 8, -4, 6, 11], [-4, 1, -13, -9, 10, 11, -8, 14, -12], [11, -6, -13, 7, 3, -12], [-11, -4, -1, -2, -13, -7, 12, -5, 10, -9, 8, 6, 3], [-13, -1, 2, 3, 9, -10, 7, -8, -6, 11, -12], [-11, 10, 7, 3, -14, 1, -12, -2, 9]]","[[1, 2, 3, 7, 10, 11, -14, -13, -12, -9, -6, -5, -4]]","[[-10], [10]]",0.968994140625,0.0311279296875,0.0311279296875,0.968994140625,1.0,0.0001220703125,T-,T+,0.9964881358438871,0.9949268900821512,399,1,399,1
"[[5, -3, -12, -1, 13], [-4, -2, 7], [14, 2, -3, -11, 12, -6, -4, 5, -10, -7, 9, 1], [11, 4], [7, 8, -4, 13, -12], [1, -4, 3, -9, 6, 2, -12, 11, 14, -8], [14], [-12, 1, -7, 3, 8, 14, 13, -10], [-9, 6, -13, -8, 11, 12]]","[[-4, -2, 7], [14], [11, 4], [-3, -12, 5, 9, -4, 13]]","[[4, -13, -12, -10, -7, -6, -5, -3], [5, 7, 8, 9, -13, -10, -6, -4], [11, 13, -12, -10, -9, -2, -6, -1], [2, 5, 9, 11, -10, -6, -1], [1, 2, -12, -9, -8, -4, -3], [1, 11, -10, -9, -8, -6], [-13, 6, -2, -9], [3, 9, 10, 11, 13, -8, -1], [-14, -11], [2, -14, -1], [-8, -13], [-6, 12, -9], [10, 3, -4, -12], [-3, -11, -10], [2, -12, -7, -5, -4], [10, 12, -3], [4, 13, -11, -8, -6], [4, 8, 13, -12, -9], [-7, -13, 12], [8, -13, 6, -5], [6, 9, -10, -8, -3], [-7, 2, 5], [-1, -11, -10, 7], [-8, -12, 5, -10], [10, -3, 6], [-14, 4, -6, -5, -3], [8, 1, -2, 6], [-14, -5, 13], [2, -14, 12], [-10, -5, -8, -6, 11, -4, -2], [-11, -1, 6], [4, 5, 7, 12, -13, -11, -10, -2], [1, 2, 3], [1, 10, 9], [2, 11, -13, -12, -9, -6, -5, -3]]",0.9814453125,0.6368408203125,0.6368408203125,0.9814453125,0.9955968688845401,0.623779296875,T-,T+,0.9953413338463579,0.7167300966324736,210,190,210,190
"[[-1, 12, 10, -2, -6, 8, -7, 3, 4, -9, -14, 13], [12, -4, -6, 9, 1, 7, 2, -13, -8], [-1, 8], [10, 3], [13, 14]]","[[10, 3], [8, -1], [13, 14]]","[[2, 7, 10, 12, 14, -5], [6, 10, 14, -2, -8, -4, -1], [1, 3, 6, 8, 9, -14, -2], [-9, 5, 7], [-14, 12], [-8, 4], [9, 2, 6], [-14, -5, 13], [10, -12, -2, 7], [2, -4, 5], [-8, 1, -5, -4], [2, -14, -12, -11], [3, 9, -5, -11], [-1, 5, 14, -9], [12, 6, 7], [-7, 2, -13, 12], [-14, 2, -12, 8, -7, 10, -5], [-13, -2, 6, -9], [-6, -13, -12, 5], [3, -13, -7, -6, 11], [-3], [-10]]",0.99853515625,0.5518798828125,0.5518798828125,0.99853515625,1.0,0.5504150390625,T-,T+,0.9865132516913143,0.7094374731019313,264,136,264,136
"[[-9, 8, -6, 7, -2, 11, -14, -12, 5, 1, 3], [-3], [1], [1, 8, -14], [9, 13, 7], [-5, -1, -9], [4, -7], [12, -4, 13, -3, 6, 10, -7, -9, 14, -8, -2], [5, 11, 4, -1, -3, -7, -2, -12, -14, -13, -10, 9, 8]]","[[-7, 4], [13, 7], [-5, -9], [-3], [1]]","[[8, 9, 14, -11, -10, -6, -5, -2], [5, 7, 11, 13, -12, -10, -9, -8], [2, 7, 10, 12, 14, -5], [2, 8, 9, 14, -12, -11, -10, -7], [2, 4, 5, 7, 12, -13, -11, -9, -8], [2, 5, 6, 9, 13, -11, -1], [3, 8, 9, 10, 11, 13, 14, -5], [-13, 6, -2, -9], [3, 7, 10, -14, -13, -12, -8, -6], [2, 11, 12, 14, -13, -7, -5, -4], [5, 6, 11, -12, -10, -8, -2], [-8, 3, -1], [-14, -6, 3, 12], [8, 2, 6], [8, -11, -10, -9], [4, 7, 10, 13, -6], [2, 9, -13, -12, -10, -8], [6, 8, 10, -14, -11], [2, 6, 10, -14, -7], [5, 6, 7, 12, -1], [4, 11, -13, -12, -10, -6, -5, -2], [3, 4, 7, 11, 13, -9, -6], [2, 7, 12, -14, -6], [3, -13, -11, -6, -5], [2, -14, -12, -8, -1], [3, 9, 10, -11, -2], [3, 5, 12, -10, -8], [4, 5, 8, -10, -1], [7, 14, -11, -8, -4], [7, -13, -10, -5, -1], [13, -12, -9, -6, -1], [2, 11, 5, -1], [1, 3, 6, -9, -7, 10, 13], [-11, 14, -1], [6, -8, 10, 11, -4, -2], [8, -4, 5], [6, 7, 10, -5, 12, -2]]",0.984375,0.61083984375,0.984375,0.984375,0.9752436647173489,0.626220703125,T+,T+,0.9510683525744423,0.800755024106617,122,278,122,278
"[[1, -6, -7, 12, -13, -4, -14, 8, 10, 2], [-6, 7, -13, -14, 8, -5, -11, -9, -1], [-11, -12, -8, 7, 10, -4, 2, -3, 13, -5, -1, 9], [-12], [-3], [-1, -2, 11, -8, -14, -3], [-6, -8, 12, -14, -11, 3, -1, 7, 2, -13, 5, 9, 10], [-5, -12, 4], [10, 14, -6, 9, -5, 12, -8, 13]]","[[-3], [-12]]","[[4, 8, 11, -13, -7, -6], [7, 11, 13, -14, -9, -5, -1], [1, 5, 10, 13, 14, -8, -4, -2], [2, 4, 13, -11, -10, -8, -7, -6], [5, 7, 8, 9, -13, -10, -6, -4], [6, 10, 14, -2, -8, -4, -1], [2, 5, 9, 11, -10, -6, -1], [1, 11, -10, -9, -8, -6], [3, 5, 14, -13, -10, -9, -8, -7, -1], [-14, 3, -5], [2, 4, 12], [9, 3, 6], [12, 5, -10], [-8, 1, -5], [8, -13, -1, 6], [3, 4, 5, -10, -7, -6], [1, 5, 9, 14, -8, -7], [13, 12, -11, -10], [8, -14, 10, -11], [-5, 3, -11, -13], [3, 9, 10, 11, 13], [12, 14, -13, -5, -4], [1, 2, 4, -11, -8, -7, 10], [2, 5, 13, -9, -7], [3, 10, -14, -11, -2], [4, 6, 8, -10, -5], [13, -14, -10, -9, -5], [3, 7, -9, -6, -1], [8, 3, 5, 14], [9, -14, 12, 7], [9, 13, 5, -1], [8, 10, 12, 7], [10, 2, 12, 14], [1, 3, 5, 7, 10, 13, 14, -8], [-13, 6, -2, -9], [-10, 8, 9, -6, -5, -7, -2], [-11, 14, 7], [3, 12]]",0.9969482421875,0.5718994140625,0.9969482421875,0.9969482421875,1.0,0.56884765625,T+,T+,0.9953505689272066,0.7774217721197095,164,236,164,236
"[[-6, 2, -10, -3, -1, 5, -13], [-1, -7, -4, 12, 8, -2, 9, -13]]",[],"[[2], [-2]]",0.98828125,0.01171875,0.01171875,0.98828125,nan,0.0,T-,T+,1.0,0.9919917598215691,398,2,398,2
"[[8, -3, 5, 7, 6, 2, 1, 4, 13, -14, -9, 11, 12], [-14, 3, -11, 13, -2, 8, 5, 7, 4, 12], [14, -2, 8, -11, 5, -7, 9, 12]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-11, 4, -14, -3, 13, 10, 2, 1], [4, -5], [-2, -4, -12, 9], [3, -4, -9, 5, -12, -7, 14, -13], [-12, 8, 10, 9], [3, 4, -12, 1, 10, -11, 6, -5], [8, 4, 9, -13, -3, 2, -5, 12, 11]]","[[-5, 4], [9, -12, -4, -2], [7, 8, 9, 10, -12, -3]]","[[-11, -10], [-8, 10], [-6, 13, -9], [-3, -2], [2, -4], [1, -6, 11], [11, -7, 2, 3], [6], [7], [8], [5]]",0.970947265625,0.34814453125,0.34814453125,0.970947265625,1.0,0.319091796875,T-,T+,0.9956153644789009,0.8543384020509734,344,56,344,56
"[[9], [-7, -3, 5], [-6, -12, -13, -4, -1, 10, -8, 7, 3, -14, -5, -11], [9, 7, 3], [14, -8, -12, 7, 6, -11], [4, -6, -11]]","[[-6, 4, -11], [-7, -3, 5], [9]]","[[4, 8, 11, -13, -7, -6], [1, 3, 12, -14, -11, -5, -2], [1, 2, 3, -14, -13, -12, -10, -6], [1, 12, 14, -10, -3, -2], [1, 4, 5, 7, 10, 13, 14, -8, -3], [2, 8, 12, -13, -7, -3], [2, 3, 5, 8, 11, -12, -7, -1], [2, 4, 5, 6, 7, 8, 11, 12], [6, 10, 14, -2, -8, -4, -1], [3, 5, 6, 11, 12, -13, -10, -8], [4, 7, 8, 11, -3], [1, 7, 13, -14, -10, -8, -5], [4, 5, 6, 8, 11, 14, -3], [4, -12, -2], [-5, -1], [1, -4, 14], [4, 6, -10, -7, -1], [7, 8, 10, -4, -2], [-13, 12, 7], [10, 13, -14, -11], [-5, 12, -3, -2], [1, -13, -10, 14], [4, -11, -10, 7, -3, -1], [2, 11, -14, -7, -1], [-8, -12, 6], [-7, -4, 12], [7, 8, -5, 12, 14], [-8, 2, 10], [-14, 7, 8, -6, 12], [1, 8, 11, -13, -12, -6, -5, -3], [-6, -5, 4, -3], [13, -4, -11, 14], [-14, 3, 13, -5], [-14, 4, 9, 10, -3], [10, 3, -12], [-9]]",0.9920654296875,0.5609130859375,0.5609130859375,0.9920654296875,1.0,0.552978515625,T-,T+,0.9968504436316262,0.7482592032281571,235,165,235,165
"[[-10], [7, -5, -2, 8, 3, -14, 12, -1], [14, -7, 3], [-9, -10, -1, 7, 13, -8, -3, -12, -5, -4, -11, 6], [-1, 2, 9, -13, -5, -10, 4], [11, 1, -5], [11, 14, 13, -1, -12, -3, -7, -2, -10, 9, -8, -6], [5, -11, -7, -9, 2, -13, -3, 10, 12], [8, -2, 13, 10, -4]]","[[-7, 3, 14], [7, 8, 13, -4, -2], [11, 1, -5], [-10]]","[[4, 8, 11, -13, -7, -6], [1, 2, 3, 8, 13, -14, -5], [14, -13, -12, -2, -5, -4, -3, -1], [2, 7, 13, 14, -11, -8, -4], [1, 2, -12, -9, -8, -4, -3], [-13, 6, -2, -9], [3, 4, -13, -11, -8, -5, -1], [1, 2, 5, 11, 14, -4, -3], [-9, 5, 7], [-7, 2, -4], [12, 13, -5, -3, -2], [8, 2, 3, -1], [1, -14, 3, -2], [-7, 2, -13, 12], [-8, 9, 4, -12], [1, 12, -11, 14], [-6, -13, -12, 5], [-14, -5, 13, -1], [-8, -13, -2, 7], [2, 4, 6, 8, 12], [-14, 4, -3, -2], [4, 7, 8, 11, -3], [13, 2, 5, 6], [4, -12, -10, 7, 9, 13, 14], [3, -12, -11, 6, -9, -1, 14], [-3, 4, 5], [9, 3, -11], [6, 7, -2, -3, -1], [-14, -6, 12], [10]]",0.986328125,0.54876708984375,0.986328125,0.986328125,1.0,0.53509521484375,T+,T+,0.9953181507906299,0.7522495280719872,200,200,200,200
"[[1, -13, 8, -11], [4, 8, 6, 7, 11, 1, -5, -3, -10, 2, -14], [-5, -7, -11, -9, 6, -1, -2], [-6, 11, 14, 1, 12, 13, 9, 2, -5, -3, -8, 10, 7], [-3, 11]]","[[1, 2, 5, 7, 8, 12, -13, -10, -9, -6, -4, -3], [1, 7, 8, 14, -13, -11], [11, -3]]","[[-11, -10], [-6, 4], [-5, -1], [-6, 13, -1, -9], [1, 12, 14], [-7, 2], [5, 7], [-14], [10], [-8], [2, -13], [6, -2]]",0.94537353515625,0.3203125,0.3203125,0.94537353515625,1.0,0.26568603515625,T-,T+,0.9940071609419889,0.8786510189819393,352,48,352,48
"[[7, -10, 8, -4, 9, -12, 2, 6, 5, 14, -1, 3, -13], [-9, 2, -14, 3, 12, -11, -8, 7, 6], [-12], [12, 6, 13, 8, -10, 2, -3], [-14, -2, 12]]","[[-14, -2], [-12]]","[[3, 8, 9, -14, -13, -11, -6, -5, -4], [4, 8, 11, -13, -7, -6], [3, 12, -14, -11, -10, -6, -5, -4], [4, 7, 14, -13, -11, -2, -8, -6, -1], [6, 10, 14, -2, -8, -4, -1], [1, 11, -10, -9, -8, -6], [6, 7, 8, 10, 12, -4, -2], [-13, 6, -2, -9], [4, 7, 8, 11, -3], [3, 4, -13, -11, -8, -5, -1], [4, 5, 6, 8, 11, 14, -3], [1, 4, 8, 9, 10, -11, -7, -3], [2, 12], [-6, 13, -10], [12, -3, -2], [9, -11, 6], [-10, -1], [1, 5, 14], [3, 9, 10, 11, 13], [-5, -11, 14], [-7, 10, 1, 6], [4, 5, 7, 12, -13], [8, -4, 14], [-8, 2, 13, 14], [-7, -4, 5], [4, -9, -6, -5, -3], [3, 6, 8, -14, -1], [1, -5, 13], [-8, 1, 3, -4], [11, 3, 5, 6], [8, -6, 5, -10], [-14, -5, 13, -9], [5, 6, 7, 8, -11, 10], [-8, 9, 11, 1], [7, 10, -14, -13, -6, -5, -3, -1], [3, 4, 7, 11, 13, -1], [-6, -4, 5, -9]]",0.990234375,0.5693359375,0.5693359375,0.990234375,1.0,0.5595703125,T-,T+,0.9981761983098935,0.7181930806436435,220,180,220,180
"[[10, -9, -8, -11, 13, 7, -6], [-7, 3, -8, 12, 13, -14, 11, 6, -9, 2, -5, -10, 1], [-4, 12, -11, -2, -5, -14, -3], [9, 1, -8, -14, -7, -5, 6, 3], [9, -1, -13, -4, -3, 8, -2, 7, -11, 5, 14, -12], [14, -10, 2, -3, 13, -12, 5, 11], [12, 8, -14, 13, -1], [11, 14, -13, -2, 5, -3, -7, -6, 1, -4, 10], [-14, -7, 13, -6]]","[[9, 12, -14, -11, -2, -10, -6, -5, -4, -3, -1], [12, 13, -14, -9, -6, -1], [1, 13, -14, -7, -6]]","[[2], [-2]]",0.9332275390625,0.1083984375,0.1083984375,0.9332275390625,0.9394329896907216,0.04736328125,T-,T+,0.9900047898992447,0.9785689554641339,393,7,393,7
"[[4, -12, 2, -13], [-1, 10, -7, 2, 11, -12, 8, -5, 3, 6], [2, 13, 1, 6, -10, -14, 12, -11, -8, 3, 4, -5, -7], [2, -8, 4, -5, 10, -12, -7, 14, -13, 1], [-5, 1, 14, 12, -3], [-9, 13, 8, -7, 2, 11, -4, 3, -10, -14, -1, -5, -12], [-7, 4, 6, -10, -3, -13, -11, 1, 5]]","[[1, 12, 14, -5, -3], [2, -13, 4, -12]]","[[2], [-2]]",0.99755859375,0.09619140625,0.09619140625,0.99755859375,1.0,0.09375,T-,T+,0.9966618304691784,0.9786659784325095,393,7,393,7
"[[2, -10, -4, -6, 7, -12, -1, 5], [-11, -3, -8, -5, -7], [5, 7, 6, 8, 12, 10, 11, -13, -3, 14, -2, -9, 4], [-1, 6, 12, 14, 10, -4], [11, 3, -13, 7, 8, 9, 4, -5, 14, 10, 12], [14, 5, 9, -12, -11, 1, 4, 13, -10, -2, -6, 7, 3], [13, 1, -3, -9, -2, 6, 4]]","[[12, 13, -14, -11, -9, -8, -7, -6, -5, -3, -1]]","[[-8], [8]]",0.942138671875,0.058349609375,0.058349609375,0.942138671875,1.0,0.00048828125,T-,T+,0.9967442414761487,0.9951829957144128,399,1,399,1
"[[-1], [4, 9], [-13, -6, 9, -11, 12, -4, -10, -3, 7], [-1, -10, 3, 4]]","[[9, 4], [-1]]","[[-13, -4, -11, 6], [2, 8, 9, 10, 12, -7], [4, 7, -13, -12, -9], [4, 5, 6, 8, 11, -3], [3, 8, 11, 12, 13, -6, -2], [3, 5, 6, 7, -10, -8], [3, 6, 12, -11, -7, -2], [3, 4, 5, -12, -10, -7, -2], [3, 5, 9, 10, -11, -2], [10, 11, -4], [-5, 6], [-6, 5, -10], [-8, -6, 13, -9], [3, 12, -4, 7], [-3, 13, -10], [3, 10, 12, -13, -9], [4, 5, 10, -12, -2], [-7, 2, -12, 13], [-8, 10, -11, -2], [9, 2, 11, -3], [-8, -6, -5, -3], [-4, -9], [-3, -2, 7], [8, -11, 10, 13], [-6, 12, -10, -2], [-8, 2, 11], [-13, 4, -8, -7, 10], [8, 2, -11], [1]]",0.9990234375,0.5863037109375,0.5863037109375,0.9990234375,1.0,0.5853271484375,T-,T+,0.9980447680985427,0.7203376148550815,213,187,213,187
"[[-3, -2, -11, 13, -9, 8, 1, 12, 6, 14, -7, 10], [-11, -2, 5, 13, -1, 9, 10, 6, -14], [-7, -10, -3, -8], [14, -5, -12, 11, 8, -1, 4, 7, -10, 6], [4, -1, 3, -5, 14, 11, 13, 12, 2], [-12, 11, 14, 10, 7, -6, 3, -13, 5, -9, 1], [-8, -7, -9, -10, 4, -14, 13], [8, -14, -9, 13, 4, -2]]",[],"[[-10], [10]]",0.912353515625,0.087646484375,0.087646484375,0.912353515625,nan,0.0,T-,T+,1.0,0.980716258840193,394,6,394,6
