Used Theory,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-10, 2, 13], [3, 13, -4], [-6, 7, -11, 1, 3], [12, -3, -10, -7, 5, 6, -2], [-8, -4, 6, -5, -14, -2], [-7, 3, 14, -12, 13, 4, 8, -10], [8, 1, -4, -5, 2, -11, 3, 12, -6, 7]]","[[3, -4, 13], [2, 13, -10]]","[[-5], [5]]",0.95703125,0.26171875,0.26171875,0.95703125,1.0,0.21875,T-,T+,0.9966658594053489,0.9590656652964303,387,13,386,13
"[[-10, -12, 7, -8, 2, 5, -6, 3, -11], [2, 7, -5], [-9, -2, -7, 11], [6, 10, -11, 3, -12, -2, 9, 4], [6, -8, 11, 1, -13, 5, -3, 14, -4], [-12, 11, -7, 1, 6, 13, 2, 5, 9, -3, 14], [12, -3, 9, 6, -13, -4, 10, 14], [1, 7, -14, -4, -2, -3, 6, 12, -8, -10, -5, -9]]",[],"[[-7, -13, 14], [-12], [12]]",0.801025390625,0.198974609375,0.198974609375,0.801025390625,nan,0.0,T-,T+,1.0,0.9724998313969302,392,8,391,8
"[[8, 14, -5, 13, -4, -6, -12, 1, -7, 9], [-10, -2, 14, -13, 6, 12], [6, -4, 13, -5, 11, 10, -7, 3, -12], [-8, 14, -2, 12, 11, 4, -10, -7], [3], [-3, 5, -6, -12], [4, 12, 5, -8, -9, 11, -13, 3, 2, 1, 10, -7, -14], [-11, 12, -13, 9]]","[[-6, -12, 5], [3]]","[[10, -12], [-14], [14]]",0.9609375,0.6015625,0.6015625,0.9609375,1.0,0.5625,T-,T+,0.9973313374596358,0.7203983243147025,296,104,295,104
"[[6, -4, -14, -11, 8, 5, -3, 2, 1, -9, 10], [-12, 4, 13, 3, 14, -7, -6, 5, -9, 2, 10, -1, 11], [-7, -12, 4, 6, -5, -14, 1, -2, 8, 3], [1, 12, 11, -3, 6, 14, -8, 10, -9], [8, -7, -3, -6], [-7, -1, 14, -5, 9, -10, -8]]","[[1, 8, 9, -7, -6, -3, -2]]","[[2, 7], [-9], [9]]",0.9339599609375,0.0738525390625,0.0738525390625,0.9339599609375,1.0,0.0078125,T-,T+,0.9968055304504072,0.9937585144388241,399,1,398,1
"[[-6, -4], [-1, -13, 3, -11], [10, 11], [-1, 5, -6, 7, -14, 10, -8, -9, 3, -12]]","[[-6, -4], [3, 4, -13, -11, -1], [10, 11]]","[[1], [-1]]",0.9842529296875,0.4844970703125,0.4844970703125,0.9842529296875,1.0,0.46875,T-,T+,0.9953212751298417,0.86426049013541,352,48,351,48
"[[-8, 1, 9, 10, -12, 5, -13, -4, -7], [11, -13, -4, 9, -14], [13, -4, 10, -11, -9, -6], [10], [-6, -5, -11, 13, 14, 8], [6, -1, -12]]","[[1, 3, -14, -5, -4], [-12, 6, -1], [10]]","[[5], [-5]]",0.966796875,0.583984375,0.583984375,0.966796875,0.9763513513513513,0.578125,T-,T+,0.9953295512984074,0.7410727566296521,301,99,301,98
"[[10, -4, -2, -9, -7, 5, 3, 11, -12, -1, -6, -8], [-6, -14, 4, 7, 3, -1, -10, -11, -13], [-6], [11, -4, 14], [-4, -10, 14, 5, 3, 7, 2, 11, 12, 8, -6, 13], [2, 5, 1, -8, -12, -13]]","[[11, -4, 14], [-6]]","[[-14, 3], [6], [-9], [-12], [-10], [-5], [-1], [2], [11], [14], [-8]]",0.9931640625,0.56884765625,0.56884765625,0.9931640625,1.0,0.56201171875,T-,T+,0.9973313374596358,0.7144865578733247,285,115,285,114
"[[8, -6, 10, -3, 12, 5, 13, 7, -1, 4], [6]]",[],"[[-2], [2]]",0.4990234375,0.5009765625,0.5009765625,0.4990234375,nan,0.0,T-,T+,1.0,0.7411333133197517,305,95,305,95
"[[-11, -5, -7, -14, -3, -10, -12, -8, -9, -13, 1, 4, -6], [2, 9], [-5, 6, -12, -14, 11, -9, 8, 2, 4, 10, 7, -1, 3], [-1, -9, 2, 13, 6, -14, -12, 11, -4]]",[],"[[2, 7], [-14], [14]]",0.747802734375,0.252197265625,0.252197265625,0.747802734375,nan,0.0,T-,T+,1.0,0.9187326633143436,372,28,371,28
"[[-3, -1, 6, -10, -4, 13, 7, -12, -9, 14, 11, -8], [7, 3, 1, 8, -5, -4, 14, 12], [12, -14, -8, 13, 2, 1, -7, 11, -3], [-5, 1, -13, -7, 6, 3, 9, 2, 11, 10, -14, 8, -4]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,399,0
"[[-10, 13, 1, 3, 14, 12, 7], [10, 14], [7, 13, -1, -14, 11, 6, 4, 2, 3, -5, 10, -9, -8], [-9, 6, 14, 1, 10]]",[],"[[-1], [1]]",0.7420654296875,0.2579345703125,0.2579345703125,0.7420654296875,nan,0.0,T-,T+,1.0,0.9412660438553988,380,20,379,20
"[[-2, -9, 1, 3, 7, -12, -10, 6, -4, -8, 13], [6, -13, 8, 11, -9, 1, -4, 3, 2, -5, 7], [10, 7, 8, -2, -11, 13, -3], [-5, -12, -6, -11, 2, -7, -14, 10, -3, -8, -13, -4], [11, -3], [12, -9, 2, -11, -4, 13, 14, 3, -6, 5, 8], [4, -3, 9, -12, -2, 11, 13, 1, 6, -10, -14, 8, 7], [-1, 8, 10, -2, 5, -9, -13, 12]]",[],"[[-9], [9]]",0.737548828125,0.262451171875,0.262451171875,0.737548828125,nan,0.0,T-,T+,1.0,0.9310305897166699,377,23,376,23
"[[-8, 7], [5, 8], [6, -13, -2]]","[[-8, 7], [8, 5], [-13, 6, -2]]","[[2, 11], [-6, 7], [-11], [-2]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9956794795677858,0.8195051949280964,335,65,335,65
"[[-9, -4, -1, 12, 7, 14, 8, -6, 10, 11], [-6, -9, -14, 2, 11, 5, -7, -10], [-6, 5, 7, -10, -3, -2, 12, 11, -13, 4, 9, -8, -14], [8, 4, -2, -11, -7, 10]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,399,0
"[[5, -8, -4, 6, 9, -1, 2, 12, -3], [2, 3, 12], [-9, 1, 3, -2, -10, 4, 11], [-4, 7, 13, -8], [-5, 1, 10, 6, 11, 12, -8, 9, 2, -14], [4, -7, 9, -12, 2, 11], [3, -7, 5, 13, 2, -9], [-8]]","[[2, 3, 12], [-8]]","[[13], [-13]]",0.984375,0.578125,0.578125,0.984375,1.0,0.5625,T-,T+,0.9973313374596358,0.7143855652261297,294,106,293,106
"[[7, 13, 8, 4, -14, 11, -5, -9, 10], [-11, -14, 2, -1, 3, 6, 13, -10, -5]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,399,0
"[[-11, 9, 4, -6, 3, -13, 7, 2, 14, -5, -12, -10, 1], [-9, 7, -11, 12, -5, 6, 8, 14, 2, -13, -3, -4, 10], [-12, -1, -13, 7, 4, 2], [3, -9, 11, 8, 5, -7, -2, -1, -10, -4, 13], [-5, -2, 10, -8, -14, 4, 7, -9], [2, -9, -8, -7, -6, 11, 1, 12], [5, -7, 2, -6, -14]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,399,0
"[[-9, 1, -3, -8, -13, 5, 6, 2, -12], [-8, 1, 9], [4, -3, 12, -11, -14, 7, -10, -5, 6, -8, -13, 1], [5, 12, -6, -1, -2, 11], [-2, -7, 9, 12, 13, -14, 11, -5], [14, 5, 2, 11, 6, -10, -13, -1, -9, -12, 8], [-9, 1, 4]]","[[-8, 1, 9], [-14, 3, -9, 8, 10], [-8, 1, 4]]","[[-8, 5], [-5], [8]]",0.90283203125,0.27001953125,0.27001953125,0.90283203125,0.8950892857142857,0.21875,T-,T+,0.9946640732441204,0.9495634112166034,383,17,382,17
"[[-2, 3, 13, -8, 1], [-7, -14, 8, 1, 3], [-13, 3, -14, -9, -5]]","[[1, 3, 6, 8, 9, -14, -7], [3, 4, -2, -9]]","[[-14, 5], [-5], [14]]",0.892578125,0.08984375,0.08984375,0.892578125,0.375,0.0703125,T-,T+,0.9951313688673266,0.9870173906570814,397,3,396,3
"[[-13, -9, -3, -10], [-14, 13, 12, 1, 8, -4, 11, -9, -2, -7, 5, 10, 6], [-11, -7, -5, 2, -3, -4], [-8, -12, 11, -3]]","[[-13, -3, -10, -9], [-8, 11, -12, -3]]","[[2, 7], [-6], [6]]",0.9862060546875,0.1309814453125,0.1309814453125,0.9862060546875,1.0,0.1171875,T-,T+,0.9960266509344939,0.9780853828347972,394,6,393,6
"[[6, 14, 5, -9, -12, -3, 1, -4, -13, 2, 7], [5, 11, -10, -4, -13, -7, -12, -3, -14], [7, -5, -8, 11, 9], [-10, 2, -5, -1], [-6, -10, -5, 1, 11, 13, 3, 7, -8, 2, -4], [-4, -6, -3, -12, 8, -11, 7], [-11, 3, 9, -2, -7, 5, -6, -8, 10, -12, 14]]","[[7, 9, 11, -8, -5, -3], [2, -5, -1, -10]]","[[-1], [1]]",0.975830078125,0.100341796875,0.100341796875,0.975830078125,1.0,0.076171875,T-,T+,0.9954180459712801,0.9852665287194391,396,4,395,4
"[[-9, 5], [-7, -11, -3, 10, -14, 12, -2, 5], [2, -11, -6, 9, -13, 14, 1, -8, -5, 7, 10, -12, 4], [-13, 7, -3, -9, -5, -14, -11, 8, 10, 1]]",[],"[[9], [-9]]",0.7469482421875,0.2530517578125,0.2530517578125,0.7469482421875,nan,0.0,T-,T+,1.0,0.9297793786474863,376,24,375,24
"[[-4, -7, -11, -1, 12], [14, -13, -9], [-12], [6, 10, 2], [-8, -14, -9, 12, 2, -10, 6, -4, 7, 13, -5], [-11, -2]]","[[-11, -2], [-7, -4, -11, -1], [10, 2, 6], [1, 5, 7, 12, 14, -13, -9, -3], [-12]]","[[11], [-6], [-5], [9], [7], [-8], [-4], [-13], [-10], [-3], [-14]]",0.96435546875,0.73681640625,0.73681640625,0.96435546875,1.0,0.701171875,T-,T+,0.9918019068641056,0.6617138578281228,270,130,269,130
"[[-14, -12, 8, -7, 10, -6, 13, 5, -3, 2, 1], [2, -1, -10, 6, -13, -11, -3, 8, -7], [-11, -13, 12, 3, 1, -8], [-4, -1, -12, -8, -10, -3, 11, 9], [-4, -14, 5, 13, -9], [11, -3, 6, -4, -13, -5, -10, 9, 12, 7], [5, -9, -4, 6, -7, 11, -1]]","[[2, 5, 11, 13, -14, -10, -9, -8, -6, -4, -3, -1]]","[[2, 7], [-9], [9]]",0.9403076171875,0.0599365234375,0.0599365234375,0.9403076171875,1.0,0.000244140625,T-,T+,0.9956373780125451,0.9925903620009621,399,1,398,1
"[[14, 6, 11, -7, 1, -2, 10], [-6, -4, -11, -2, -12, -10, 1, 7], [14, -12], [12, -3, -10, 14, 9, 4, 5], [3, -12, -10, -5, 4], [-1, -6, -9, -11, 8, 3, 5, -14, 13, 10], [-9, 1, -14, -6, 4, -3, 8, 12], [9, 10, 5, -4, -12, -14], [12, -8, -3]]","[[-8, 12, -3], [-12, 14]]","[[14], [-14]]",0.955078125,0.419921875,0.419921875,0.955078125,1.0,0.375,T-,T+,0.9969944603482096,0.9091276113405811,370,30,369,30
"[[-2, -5, -8, 6, 7, -9, -1, 3, 4, -11, 14, 10], [11, 8, 12, -14, 3, 1, 4, 2, -7], [-3, -10, -4, 9, -13, -11, 7, -5, -12], [11, -1, -4, 8, 12, -9, -10, -7, -13, 2, 5, 14]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,399,0
"[[-14, 3, 7, -4], [12, -11, 3, -2, 9, -6], [12, -7, -11, -13, 14, 1, 3, -4, 9]]",[],"[[2, 7], [-9], [9]]",0.92236328125,0.07763671875,0.07763671875,0.92236328125,nan,0.0,T-,T+,1.0,0.9865592578955027,397,3,396,3
"[[3, -14], [-3, 1, 5, -8, 10, -2, -6], [-8, 5], [-13, 7, 3, -4, -2, -9, -12, -11, -6], [-14, -10, -13, 3, -2, 12, 5, -1, 11, 8, 4, 6, -9]]","[[-14, 3], [-8, 5]]","[[-6], [6]]",0.999267578125,0.438232421875,0.438232421875,0.999267578125,1.0,0.4375,T-,T+,0.9973230612910702,0.8426596057217524,343,57,342,57
"[[14, -9, -4, 8], [9, -3, 12, -6, 10, -14, 7, 2, 13], [8, 1, 11, 5, 9, 7, 14, -12, 10, 6, -2], [12, -1, -4]]","[[12, -4, -1], [8, -4, 14, -9]]","[[-5], [5]]",0.998046875,0.173828125,0.173828125,0.998046875,1.0,0.171875,T-,T+,0.9963462551699214,0.9681536547479621,390,10,389,10
"[[1, -7, 5, 6, -10, 4, 11, 9, 2, 14, -8], [-2, 1, 9], [11, -12, -2, -7, 1, 5, 3]]",[],"[[-1], [1]]",0.87060546875,0.12939453125,0.12939453125,0.87060546875,nan,0.0,T-,T+,1.0,0.9724706497765664,391,9,390,9
"[[14, 4, 13, 6, 10, 8, -5, -9], [-2, 14, -9, -10, 5], [8, -5, -12], [-7, 1, -2, -12, -5, 11, -14, 9, 3], [4, -5, 6, 9, 12, -8, 11, -10, -7, 3], [-1, 2, -8, -9], [6, -9, 3, -1, -8, -7, -10, -13, 4, 12]]","[[8, -5, -12], [2, -9, -8, -4, -1]]","[[2, 7], [9], [-9]]",0.9332275390625,0.2230224609375,0.2230224609375,0.9332275390625,1.0,0.15625,T-,T+,0.9960365057124869,0.9703953312815748,391,9,390,9
"[[-1, -9, -8, 6, -14, -4, 5], [2], [-7, -14, 11, -12, 4, -5, -8, -10, -9, -1, -13]]",[],"[[-1], [1]]",0.495849609375,0.504150390625,0.504150390625,0.495849609375,nan,0.0,T-,T+,1.0,0.7350776675314443,302,98,301,98
"[[9, -6, 5, -7, -10, 3, 13, 1], [-14, 8, -2], [-11, -3, -1, -14], [5, -7, 8], [2, -11, -14], [5, 7, 1, -10, -14]]","[[8, -14, 15], [16, -4, -1], [-16, 5, -10, 8, -7, 11, 14], [-14, 2, -11], [-15, 4, 5, -7], [-15, 1, 6], [-16, -6, -13, 10, 12, -3, 15], [-15, -2]]","[[-6], [6]]",0.470947265625,0.361083984375,0.361083984375,0.470947265625,0.4045769764216366,0.880126953125,T-,T+,0.9822371095922878,0.9363178190497476,379,21,378,21
"[[11, -5, 9, 4, 7, 2, 10, -1], [-8, 11, -2], [-13, -2, -14], [14, 2, -8, -7], [-3, 9, -2, -14, -6, -7, 11, -1, -10, -5, 13, -8]]","[[1, 3, 4, 11, 13, -9, -8, -2], [-14, -13, -2], [11, 14, -8, -5, -3]]","[[-8], [8]]",0.8603515625,0.28515625,0.28515625,0.8603515625,0.9542682926829268,0.16015625,T-,T+,0.9894520449836712,0.9659221379329694,390,10,389,10
"[[7, -13, -6, -5, 12, 9, 10, 1, 14, -8], [-14, 1, -3], [11, 2, 9, 8], [12, 4, -6, -7, -2, 5, 11, -9, 3, 1, 14]]","[[1, -14, -3], [2, 4, 8, 9, 11]]","[[2, 7], [-9], [9]]",0.97119140625,0.18115234375,0.18115234375,0.97119140625,1.0,0.15234375,T-,T+,0.9960365057124869,0.9684664302743582,391,9,390,9
"[[-13], [11, -13, -12, -3], [-8, 4, 10], [-11, -1, -5, 13, -14, 3, -6, 2, -4, 7, -12, 10], [-3, -8, -4, 11, -7, 1], [7, -14, 8, -11, 4, 5, -2, -6, 12, -9, 1], [5, 10], [-7, -10, -9, 1, -8]]","[[10, 5], [1, 3, -11, 7, -8, 14], [10, 4, -1], [-13]]","[[4, 6, 7], [8, -4], [4, -10], [-4, 13], [11], [2], [-5], [-3], [1], [-6], [-14], [9], [-12]]",0.9449462890625,0.6756591796875,0.6756591796875,0.9449462890625,0.9690036900369003,0.66162109375,T-,T+,0.9940226145085489,0.700544003571409,283,117,283,116
"[[1, 14, -7, -9, 2, 5, -13, 8, 4, 6, 3, 11], [10, -8, -11, 3, 13, -6, 14, -7, -9, -2, 4, 5, 12], [6, 4], [10, -9], [3, -10, -5, 2, -12, -6, 14, -4, -8, 1], [-11, -4, 2, -7, -5, -8, 14], [13, 3], [-13, -8, -6, 4, -3, 14, -10, -12, -9, 2, 11, 1, 7]]","[[4, 6], [3, 13], [10, -9]]","[[4], [-4]]",0.9951171875,0.5830078125,0.5830078125,0.9951171875,1.0,0.578125,T-,T+,0.9962792297655644,0.7841021000027077,322,78,321,78
"[[11, -14, 5, -13], [-12, -9]]","[[-12, -9], [11, -14, -13, 5]]","[[11], [-11]]",1.0,0.296875,0.296875,1.0,1.0,0.296875,T-,T+,0.9966748561127821,0.9152817449168377,372,28,371,28
"[[-7], [8, 14, 11, -3, 12, -1, 2], [-5, -7, 3, -9, -8, -14, -6, 10, -2, -4, 12, 1]]",[],"[[6, 12, 13, -8, -4], [10, -14, 13, -1], [-13, 4], [7], [-6], [2, -3], [-2, -1], [1], [-5], [-12], [-10], [-9], [8], [11]]",0.49609375,0.50372314453125,0.50372314453125,0.49609375,0.0,0.00018310546875,T-,T+,1.0,0.7850029561039875,317,83,316,83
"[[13, -1, 3, 6, -12, 8, 4, 2], [6, -11, -8, 14, -10, -12, 5, 7, 3], [9, -14, 13, -10, -11, 12, -7, -8], [-8, -13, -3, -1, -2, -9, -11, 7, 10, -14, -5, -6], [-7, -4, -14, 1, -10, 13], [-3, -13, 6, -5, 11, -8, -12, -10, -4, -9, 14]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,399,0
"[[-5, -7, -13, 11, 3, 10, 8, -2, 12, -14, -6, -1, -4], [12, 14, -2, 10, 3, -11, 4, 6, 9, -7, 1, -8, -13], [3, -12, 5], [-6, -9, 2, 12, 7, 1, -13, 11, 3, -4, -10, -5], [-13], [-3, 14, 12, 9, 10, -6, -8, 7, -11, 1, -4], [13, -8, -1, -10, 6, 3, -7, -14], [-11, 13, 3, 7, -6, -12, -10, 5, -2], [6, 5, -14, 10, -13, -8, 1]]","[[13, 3, -12, 5], [-13]]","[[8, -4], [-5, 12, -4, 14], [4], [10], [1], [2], [-3], [-9], [5], [13], [-7], [-11]]",0.996826171875,0.5653076171875,0.5653076171875,0.996826171875,1.0,0.5621337890625,T-,T+,0.9970117332242083,0.7248054551397153,296,104,295,104
"[[-13, -14, 6, 4, 10, 12, -5, -7, -2, 9, -3, -1], [7, -14, -2], [-6, -12, -8, -9], [-13, -10, 14], [4, 9, 1, 8, -2], [-5, 10, -12, 13, 2, -3, 6, 7, -14], [-2, 6, -5, -13, -14, -12], [7]]","[[-12, -10, -9, -8, -6], [-13, -10, 14], [7]]","[[10], [-10]]",0.963134765625,0.611083984375,0.611083984375,0.963134765625,1.0,0.57421875,T-,T+,0.9953295512984074,0.6915488662134496,285,115,284,115
"[[-8, 5, 1, 3, 10, -14, 2, 6, 12, 7], [-1, -11, -6, -13, 7, -9, -4], [-6, 8, 12, 3], [6, -12, -5, 3, -11, -7], [-3, -13, -7, 4, 12, -10, 14, -5], [4, 10, 12, -2, -9, -11, 3, 13], [-13], [-1, -9, 4]]","[[4, 5, -12, -11, -9, -1], [4, 7, 12, -9, -5], [-13]]","[[8, -4], [-5, 12, -4, 14], [4], [10], [1], [2], [-3], [-9], [5], [13], [-7], [-11]]",0.911865234375,0.5982666015625,0.5982666015625,0.911865234375,0.9876312718786464,0.5230712890625,T-,T+,0.9944013420997663,0.7273047665706991,297,103,296,103
"[[1, 13, 4, 10, -5, 12, -6, 8, -14, 3, -9, -2, -11], [7, 1, -9, 11, 13, 12], [-9, 7], [-13, -2, -5], [-8, -5, -4], [4, 2, -8, 14, -6, 7, -5, 3, 1, 13, -11, 9], [-2, 13, -14], [-11, 10, 5, -9, 1, -13, 7]]","[[7, -9], [-8, -5, -4], [11, 14, -13, -5, -2], [-14, -5, -2], [-14, 13, 5, -2], [-8, -11, -2, -10]]","[[11], [-11]]",0.964599609375,0.496337890625,0.496337890625,0.964599609375,0.9591439688715954,0.501953125,T-,T+,0.9903499943249477,0.8607073928262438,352,48,351,48
"[[-10, -3, 5, 6, -8, -9, 4, 14, 2], [-2, 12, -13, -9], [-8, -5, 6, -10, -2, 4, -1, -12, 9, 3, -13, 14]]",[],"[[14], [-14]]",0.935302734375,0.064697265625,0.064697265625,0.935302734375,nan,0.0,T-,T+,1.0,0.9837169575481541,396,4,395,4
"[[-8, -1, -6, -12, -4], [-1, 7, -11, -10], [6, 1], [1, 11, -9], [10, -2, -4, 11], [-8, 5], [12, 8, -1]]","[[3, 7, -12, -11, -8, -6, -4, -1], [-8, 5], [8, 10, 11, -9], [8, 12, -1, -9], [1, 11, -9], [12, 5, -1], [1, 6]]","[[12, -3], [-10], [10]]",0.8984375,0.673828125,0.673828125,0.8984375,0.980327868852459,0.595703125,T-,T+,0.9869124668054953,0.7929151880763659,328,72,328,72
"[[6, 13], [-8, -5, -13, -10]]","[[13, 6], [-13, -6, 11, 12, -4, -1], [-8, -5, -11, -10]]","[[1], [-1]]",0.94140625,0.3125,0.3125,0.94140625,0.90625,0.3125,T-,T+,0.9940146681919412,0.9096977796901604,369,31,369,31
"[[9, -13, -1, -4, -3, 11, 14, 12, -2, -7], [6, -12, -9, 4, -3, -5, -13, -14, -11, -8, -1], [8, 2, 10, -5, -6, -13, 7, 14], [-11, 1, -13, 12, -5, 8, -2, -10, -6, 14, 4], [13, 10, -14, -5, -2, 6, 12, -8, 4, 9], [-11, -3], [14, 6, 13, -1, 7, -12], [-10, 11, 6, 2, -12, 1, -8, 7, -5, -13, -3, 4, 14], [-8]]","[[-11, -3], [-8]]","[[1, 9], [-9], [-1]]",0.990478515625,0.634521484375,0.634521484375,0.990478515625,1.0,0.625,T-,T+,0.9976599384024964,0.6622037601950351,274,126,273,126
"[[3, -8, -2, 7, 9, 1, 5, 10, 12, -11, 13, -6], [14, -7, -6, -1, 9, 4, 2, 5, -8, -11, -3], [5, -4, -7, -1, 11, 2, -3, 14, 8, 12, -9], [1, -4, -10, -14, 6, -12, -9, -11, -5, -3, 8, -7, -2], [10, 3]]",[],"[[-4], [4]]",0.7489013671875,0.2510986328125,0.2510986328125,0.7489013671875,nan,0.0,T-,T+,1.0,0.9391772528794382,379,21,378,21
