Used Theory,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]","[[3, 12, 14, -13, -8, -4], [4, 14, -13, -8, -6], [-6, -9], [4, 6, 9, -13, -11, -8, -5, -3, -2], [-12, -4, 14], [-7, 6]]","[[2, 3, 6, 8, 11, 13, -12, -10, -1], [4, 6, 8, 10, 11, -13, -9, -5, -1], [1, 2, 10, -14, -7, -4, -3], [9, -14, -6], [8, -5, 7], [-14, -13, -12, -11], [13, 3, 4, 5], [2, 9, 10, 12, -1], [4, 6, 10, -12, -3, -2], [1, 4, 10, 12, -13, -7, -2], [1, 3, 5, 7, 14], [3, -8, -5, -4, -1], [4, 5, -12, -8, -6, -1], [1, 10, 11, -14, -6, -4], [3, 4, 12, -14, -2], [9, 12, -11, -7, -4], [2, 3, 5, -13, -12, -11, -9], [2, -12, -10, -6, -3, -1], [-4, -3, -1, 7], [-13, 5, 8, 12, -3], [1, 6, 11, 13, -14, -10, -9, -2], [1, -14, -12, -10, -6, -5, -3, -2], [9, 11, 13], [-8, 6, 7], [1, 2, 4, 12, -11, -10, -7, -5]]",0.984130859375,0.33270263671875,0.984130859375,0.984130859375,0.9868692552991934,0.32537841796875,T+,T+,0.9788878596920649,0.8297148163398841,194,206,194,206
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]","[[-2], [-4]]","[[6, 8, 9, 11, -14, -12, -7, -5, -3], [4, 6, 8, 10, 11, -13, -9, -5, -1], [1, 8, 10, 11, 12, -14, -13, -9, -6, -3], [2, 11, 5, -10], [3, 4, 14, -9], [2, -14, -3, -1], [5, 6, 8, 12, -13, -1], [4, 10, -12, -11, -9, -5, -3], [7, 10, 11, 12, -13, -6, -1], [1, 3, 4, -14, -8], [2, 3, 8, 13, -12, -10], [1, 4, 5, 8, -14, -9, -7, -6], [2, 5, 7, 10, 13, 14, -11, -8], [2, 6, 11, 14, -13, -12, -9, -3], [2, 5, 6, 9, -14, -13, -11], [4, 7, -10, -6, -1], [2, 4]]",1.0,0.15423583984375,1.0,1.0,1.0,0.15423583984375,T+,T+,0.9933254316391834,0.8873355576248038,104,296,104,296
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]","[[-8], [9]]","[[3, 4, 6, 11, 14, -12, -10, -9, -7, -5, -1], [1, 3, 6, 12, -14, -13, -11, -10, -9, -7, -4, -2], [1, 2, 10, -14, -7, -4, -3], [8, -9], [2, 5, 6, -10, -4], [1, 5, 13, 14, -12, -11], [6, 7, -13, -10, -4, -3], [4, 6, 8, 10, -11, -5, -1], [5, 8, 11, 12, -13, -6], [7, 11, 12, -10, -9], [2, 8, 13, -10, -1], [4, 10, -13, -9, -6], [2, 3, -13, -12, -11, -9, -4, -1], [2, 11, 14, -13, -12, -9, -7, -3], [1, 8, 11, 13, -12]]",1.0,0.12249755859375,1.0,1.0,1.0,0.12249755859375,T+,T+,0.9986519255060471,0.9389349818622066,123,277,123,277
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]","[[14, -9], [8]]","[[1, 2, 10, -14, -7, -4, -3], [-8, -14, -12], [-8, 3, -4, 12], [-8, 12, -3], [2, -12, -11, -10, -3], [-8, 2, 3], [-14, -5, 13, -10], [2, 5, 9, 11, -6, -3], [7, 9, 10, 14, -13, -12], [2, 5, 6, -13, -8], [3, 9, 10, -6, -1], [1, 3, 12, -14, -10], [2, -13, -11, -4, -1], [4, -14, -13, -7, -6, -3], [4, 6, 9, -11, -8, -5], [4, 7, 14, -12, -8], [6, 7, 8, 11, -13, -12, -10, -4, -3, -1], [-8, 5, -2]]",0.9979248046875,0.23516845703125,0.9979248046875,0.9979248046875,1.0,0.23309326171875,T+,T+,0.9901091294961512,0.8815934912262668,177,223,177,223
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]","[[4, 5, 7, 11, 13, 14, -12, -8, -6, -1], [10, -11, -2], [-4]]","[[1, 7, -14, -12, -10, -8, -6, -5, -3, -2], [2, 4, -11], [-8, 9, -14, 4], [11, -6, -13, -3], [-5, -12, -3, 6], [1, 12, 6, -2], [5, -12, -7, -6, -2], [13, -14, -10, -7, -5], [2, 9, 10, 11, -6, -5, -1], [6, 8, 12, -13, -7, -1], [-14, 4, -3, -9], [1, 2, 6, 9, -11, -10, -7], [2, 5, 10, 13, 14, -8], [9, 12, 13, -10, -2], [1, 3, 5, 8, -11, -10, -6, -2], [-13, -9, 7, 10, 14], [2, 5, 6, -1], [3, -12, -10, -5, 8, 11, 13], [4, -10], [11, 4]]",0.99609375,0.2293701171875,0.99609375,0.99609375,0.997843665768194,0.2264404296875,T+,T+,0.995946146330134,0.8618027254714763,189,211,189,211
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]","[[8, -6, -5, 13], [-8, 1, 5, 14], [13, -9, -8, -7, -5, -2], [2, -6, 4, -3], [7, 12, 13, 14, -8, -5], [1, 2, 3, 4, 5, 13], [-8, 9]]","[[-13, 6, -9], [8, 5, -10], [10, 3, -4], [8, 1, -7, -2], [-5, 7, -10, -2], [-11, 5, -7], [-8, 10, 5, 7], [3, 4, 14, -5], [-5, -12, -3, 6], [5, -14, -7, -6, -4], [-3, -13, -12, 5], [1, 5, 7, 12, -14, -2], [3, 6, 7, -8, -4], [8, 11, 3, -1], [2, 3, -13, -12, -9, -4], [4, -14, -9, -6, -2], [8, 9], [1, 2, -14, -8, -7, -4], [8, 10, -3], [-8, -10, -9], [-6, 12, 7], [-13, 4, -12, -1, 9, 14]]",0.9119873046875,0.3197021484375,0.3197021484375,0.9119873046875,0.8472374679839004,0.3336181640625,T-,T+,0.9474649361567083,0.7980316628826941,284,116,284,116
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]","[[5, 6, 10, -13, -11, -7, -1], [2], [9]]","[[4, 7, 14, -13, -12, -10, -8, -6, -1], [1, 7, -14, -12, -10, -8, -6, -5, -3, -2], [3, 5, 10, 14, -12, -11, -7, -4], [-10, 7, 6, -2], [4, 6, 10, -12, -11, -3, -1], [5, -12, -11, -10, -9, -6], [1, 3, 6, -11, -8], [8, 12, -13, -9, -7], [5, 10, -1, -8, -6, -2], [5, -13, -7, -6, -2], [3, 7, 10, 14, -9], [7, 8, 13, -14, -11, -9, -3], [7, -13, -8, -6, -4, -3], [3, 4, 6, 11, 14], [10, 11, -9, -5, -1], [-9, 4, -10, 7, 8, 13, -1], [10, -6, 11, 12], [-2, -9]]",0.9912109375,0.21392822265625,0.9912109375,0.9912109375,0.9929598122616603,0.20806884765625,T+,T+,0.9939748536057689,0.8931339450497738,135,265,135,265
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",[],"[[-4, 5, 14], [-11, 5, -7, 9], [11, -2], [2], [-9], [-8], [-5]]",0.967041015625,0.043212890625,0.043212890625,0.967041015625,0.9375,0.01171875,T-,T+,1.0,0.97647838032158,392,8,392,8
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]","[[12, -6, -4, 13], [-8, -12, -2, -1], [4, 7, 12, -10, -6, -3], [11, 13, -2], [-10, -1], [13, -9], [10, 3]]","[[10, -14, -3], [1, 5, -10], [2, 14, -12, -11, -4], [10, -13, 12, 5], [9, -12, 13, -10], [7, 8, 9, 12, 14, -5], [4, 8, 14, -13, -9], [4, 6, -11, -10, -8], [4, 6, -12, -5, -2], [9, 10, 11, -6, -3], [4, 5, -14, -13, -8, -2], [8, 11, -13, -9, -5], [3, 9, 12, -10, -2], [1, 4, 9, -14, -12, -8, -5], [-8, 10, -3, 7], [-14, -5, -12, -3], [4, 8, 12, -9, -6, -3], [1, 6, -14, -11, -4, -2], [7, -8, -6, 11, 12, -4, -1], [-7, -13, -3]]",0.962646484375,0.362548828125,0.962646484375,0.962646484375,0.9426719840478565,0.3673095703125,T+,T+,0.9644590276772518,0.8178687220417006,167,233,167,233
"[[-10, 2, 13], [3, 13, -4], [-6, 7, -11, 1, 3], [12, -3, -10, -7, 5, 6, -2], [-8, -4, 6, -5, -14, -2], [-7, 3, 14, -12, 13, 4, 8, -10], [8, 1, -4, -5, 2, -11, 3, 12, -6, 7]]","[[5, 6, 8, 9, 11, 12, 14, -13, -2, -10, -7, -4, -3, -1], [3, -4, 13], [2, 13, -10], [1, 3, 7, -11, -6], [6, 7, -14, -11, -8, -5, -4, -3, -2]]","[[1, 2, 10, -14, -7, -4, -3], [4, -12, -2], [2, 10, -5], [12, 6, -2], [-3, -4, -12, 5], [8, -6, 11, -2], [-7, -6, 5], [3, 6, 11, -10, -7, -1], [-7, -14, -5, 9], [-8, -12, -1, 7], [10, 4, -9], [1, 7, -10, -2], [-5, -4, -10, -1], [2, 5, 10, 13, 14], [7, 9, 11, -12, -5], [7, 8, -6, 12, -1], [8, 9, -4], [-13]]",0.98052978515625,0.201904296875,0.201904296875,0.98052978515625,0.9976689976689976,0.18328857421875,T-,T+,0.9916842299871869,0.8597851511493233,310,90,310,90
"[[-10, -12, 7, -8, 2, 5, -6, 3, -11], [2, 7, -5], [-9, -2, -7, 11], [6, 10, -11, 3, -12, -2, 9, 4], [6, -8, 11, 1, -13, 5, -3, 14, -4], [-12, 11, -7, 1, 6, 13, 2, 5, 9, -3, 14], [12, -3, 9, 6, -13, -4, 10, 14], [1, 7, -14, -4, -2, -3, 6, 12, -8, -10, -5, -9]]","[[-7, 11, -2, -9], [3, 4, 6, 9, 10, -12, -11, -2, -8, -7, -1], [1, 3, 5, 14, -12, -11, -10, -9, -8, -6, -4], [2, -5, 7]]","[[-4, -12, 5], [-8, 4, 5], [3, 12, -4], [8, 12, -3], [6, 7, 13, -14, -10], [8, -7, 9], [3, 14, -9], [-3, -13, 5], [-8, 1, -14, 13], [6, 12, 13, -11, -8, -5], [4, 5, 11, 12, -14, -2], [-6, -1, 7], [2, 6, 10, -11, -1], [-8, -6, 14, 7], [6, 8, 11, 13, -12], [8, 11, -1], [4, -11, -9], [-7, -13, 12, -3], [-5, -12, -2], [-7, 2]]",0.98876953125,0.19384765625,0.19384765625,0.98876953125,0.9934036939313984,0.18505859375,T-,T+,0.992759957349848,0.8909005685309055,348,52,348,52
"[[8, 14, -5, 13, -4, -6, -12, 1, -7, 9], [-10, -2, 14, -13, 6, 12], [6, -4, 13, -5, 11, 10, -7, 3, -12], [-8, 14, -2, 12, 11, 4, -10, -7], [3], [-3, 5, -6, -12], [4, 12, 5, -8, -9, 11, -13, 3, 2, 1, 10, -7, -14], [-11, 12, -13, 9]]","[[9, -13, 12, -11], [5, 8, 11, 14, -4, -2], [1, 5, 14, -13, -11, -10, -8], [-6, -12, 5], [3]]","[[4, 7, 14, -13, -12, -10, -8, -6, -1], [1, 2, 10, -14, -7, -4, -3], [-12, -3, 6], [11, 12, -3], [5, -13, -3, -9], [1, 2, 10, 14, -12, -11, -4], [4, 5, 12, -7, -6, -2], [1, 4, -12, -10, -9, -8, -7], [2, -13, -11, -7, -3], [2, 4, 12, -9, -6, -3], [1, 7, -10, -8, -3, -2], [13, -4, -3, -1], [1, 2, 9, 12, 13, -11, -10], [5, 10, -14, -13, -8, -7, -2], [4, 6, 8, -13, -9, -1], [2, 10, 13, 14, -8, -6], [1, 5, 7, -12, -11], [4, 13, -14, -12, -11, -1, -9, -7, -2], [8, -6, -10, 7], [-5, -3]]",0.98583984375,0.1669921875,0.98583984375,0.98583984375,0.9576023391812866,0.1669921875,T+,T+,0.9907884496079228,0.9162734385425233,172,228,172,228
"[[6, -4, -14, -11, 8, 5, -3, 2, 1, -9, 10], [-12, 4, 13, 3, 14, -7, -6, 5, -9, 2, 10, -1, 11], [-7, -12, 4, 6, -5, -14, 1, -2, 8, 3], [1, 12, 11, -3, 6, 14, -8, 10, -9], [8, -7, -3, -6], [-7, -1, 14, -5, 9, -10, -8]]",[],"[[-6, 12, 7], [-4], [6], [-8], [-14], [-10], [-11]]",0.9261474609375,0.07763671875,0.07763671875,0.9261474609375,0.6614583333333334,0.01171875,T-,T+,1.0,0.9623905008083335,385,15,385,15
"[[-6, -4], [-1, -13, 3, -11], [10, 11], [-1, 5, -6, 7, -14, 10, -8, -9, 3, -12]]","[[-6, -4], [3, -11, -1, -13], [10, 11]]","[[1, 2, 10, -14, -7, -4, -3], [-3, 4, -11], [3, -10, -9], [10, -11, 6], [8, -7, -14, -5], [1, 7, 10, -12, -9], [1, -13, -7, -4, -3], [3, 9, -5, -4, -1], [1, 3, 4, -12], [1, 5, 6, 13, -8], [5, -14, -13, -9, -8, -3, -2], [-6, 4, -10, 7], [3, 13, -12, -11, -4, -2], [11, 12, -3, -10], [13, 14, -12, -1, -9, -8, -7, -4, -2], [2, 5, 9, 14, -13, -12, -6, -1], [2, 3, 5, 13, -11, -9, -8, -6], [10, -3, 14, 7], [-7, 4, 5, -2], [-6, -14, 4], [1, 7, -8, -5, -4, -3, -2], [2, -13, -1, -9, 8, 10, 14], [-10, 6]]",0.9998779296875,0.28033447265625,0.28033447265625,0.9998779296875,1.0,0.28021240234375,T-,T+,0.997059829307018,0.8464185065808104,237,163,237,163
"[[-8, 1, 9, 10, -12, 5, -13, -4, -7], [11, -13, -4, 9, -14], [13, -4, 10, -11, -9, -6], [10], [-6, -5, -11, 13, 14, 8], [6, -1, -12]]","[[-12, 6, -1], [8, 9, -5, -4], [8, 13, 14, -11, -10, -5], [10]]","[[6, 8, 9, 11, -14, -12, -7, -5, -3], [4, 5, 6, 7, 11, -14, -13, -9, -8, -3, -2], [4, 5, 6, 8, 12, 14, -13, -9, -7, -1], [7, 11, 12, -13, -8, -6, -4, -3, -1], [5, -10, -9], [1, -7, -2, 6], [8, -6, -4, 5], [4, -12, -11, -6, -2], [1, 5, 6, 7, 13, 14, -4], [3, 8, 9, 12, -13, -1], [-9, -8, -7, -4, -2], [7, 8, 11, 13, -10], [2, 8, -14, -9, -7], [1, 5, 11, 14, -12, -9, -7, -3], [4, 6, 14, -12, -8, -5, -2], [7, -12, -10, -8, -6], [1, -14, 3, -8, 13], [5, 6, 9, 11, 12, -3, -2], [3, -11, -1, 7], [12, -10], [2, -10], [2, 5, 10, -13, -11, -9, -4, -1], [3, -12, -10]]",0.96337890625,0.24932861328125,0.96337890625,0.96337890625,0.9045739493847226,0.26287841796875,T+,T+,0.9828305266252679,0.8330771400385937,195,205,195,205
"[[10, -4, -2, -9, -7, 5, 3, 11, -12, -1, -6, -8], [-6, -14, 4, 7, 3, -1, -10, -11, -13], [-6], [11, -4, 14], [-4, -10, 14, 5, 3, 7, 2, 11, 12, 8, -6, 13], [2, 5, 1, -8, -12, -13]]","[[11, -4, 14], [1, 2, 5, -13, -12, -8], [-6]]","[[1, 2, 10, -14, -7, -4, -3], [-12, -11, 6], [-5, 12, 6], [-13, 6, -9], [1, 5, -11, -10, -8], [7, 8, 10, -11, -3], [3, 4, 5, 7, -10, -9], [9, -3, 6], [2, 3, -13, -12, -9, -4], [-8, -5, -10, -9], [1, 3, 5, 6, 13], [1, 5, -14, -13, -12, -11, -3], [8, 12, -13, -7, -4, -3], [1, 5, 8, 12, -14, -10, -9, -4, -3], [11, 4, 6, -2], [7, 8, 14, -13, -11, -10, -9, -1, -4, -2], [10, 11, 12, 13, -14, -9, -8, -4, -1], [3, 9, -5], [6, -1]]",1.0,0.231689453125,0.231689453125,1.0,1.0,0.231689453125,T-,T+,0.996655828606296,0.8942751586044198,202,198,202,198
"[[8, -6, 10, -3, 12, 5, 13, 7, -1, 4], [6]]",[],"[[2, 3, 5, -13, -12, -11, -9, -4, -1], [3, 4, 5, 7, -12, -2, -9, -1], [4, 10, 11, -13, -5, -3], [3, 2, -5], [4, 8, -13, -10, -1], [3, 4, 8, 10, -5, -2], [1, 4, 5, 7, 10, 11], [3, 8, 9, -10, -4], [2, 9, 12, -8, -3], [5, -13, -12, -8, -1], [2, 4, 7, 13, -12], [5, 9, 12, -11, -4, -2], [1, 5, 9, 10, 11, -2], [1, 8, 12, 13, -9, -5], [2, 7, 8, 9, 10, 12, -4], [1, -13, -11, -10], [-6]]",0.4990234375,0.200439453125,0.200439453125,0.4990234375,0.0,0.300537109375,T-,T+,1.0,0.8918893502381339,236,164,236,164
"[[-11, -5, -7, -14, -3, -10, -12, -8, -9, -13, 1, 4, -6], [2, 9], [-5, 6, -12, -14, 11, -9, 8, 2, 4, 10, 7, -1, 3], [-1, -9, 2, 13, 6, -14, -12, 11, -4]]",[],"[[2, 3, 6, 8, 11, 13, -12, -10, -1], [1, 3, -4], [12, 14, 7], [8, 13, -12, -11], [-8, 13, -10, 6], [4, 6, 8, 12, -7], [8, -14, -13, -12, -4], [3, 4, 7, 11, -12, -8], [3, -4, -11, -1], [2, 5, 10, 14, -11], [7, -12, -10, -5, -3], [7, 11, -6, -4, -1], [-8, 14, -10, -1], [2, -12, 6, 8, -7, 11, -3], [1, 2, -14, -7, 10, -5], [5, -4, -3], [3, 8, 9, 10, -7, -5, -4, -1], [-9], [-2]]",0.747802734375,0.162841796875,0.162841796875,0.747802734375,0.0,0.08935546875,T-,T+,1.0,0.9045657115485898,331,69,331,69
"[[-3, -1, 6, -10, -4, 13, 7, -12, -9, 14, 11, -8], [7, 3, 1, 8, -5, -4, 14, 12], [12, -14, -8, 13, 2, 1, -7, 11, -3], [-5, 1, -13, -7, 6, 3, 9, 2, 11, 10, -14, 8, -4]]",[],"[[8, 9, -5], [-9], [5], [-8]]",0.9937744140625,0.0062255859375,0.0062255859375,0.9937744140625,nan,0.0,T-,T+,1.0,0.9916325351286946,398,2,398,2
"[[-10, 13, 1, 3, 14, 12, 7], [10, 14], [7, 13, -1, -14, 11, 6, 4, 2, 3, -5, 10, -9, -8], [-9, 6, 14, 1, 10]]","[[1, 3, 7, 12, 13, 14], [10, 14]]","[[8, -13, -5], [-7, -13, 6], [3, -4, 7], [5, 8, 9, -6, -4], [-8, -6, -1], [-5, -12, 6], [4, 7, 12, -9, -6], [-7, -3, -2, -9], [8, -12, 13, 6], [1, 2, 5, 11, -12, -4, -3], [-7, -6, 4, -11], [2, 3, -1, -13], [1, 4, 6, 10, 11, 12, 13, 14, -8, -7, -2], [-14], [-10]]",0.9998779296875,0.1710205078125,0.1710205078125,0.9998779296875,1.0,0.1708984375,T-,T+,0.9973527218647403,0.8604163979410767,317,83,317,83
"[[-2, -9, 1, 3, 7, -12, -10, 6, -4, -8, 13], [6, -13, 8, 11, -9, 1, -4, 3, 2, -5, 7], [10, 7, 8, -2, -11, 13, -3], [-5, -12, -6, -11, 2, -7, -14, 10, -3, -8, -13, -4], [11, -3], [12, -9, 2, -11, -4, 13, 14, 3, -6, 5, 8], [4, -3, 9, -12, -2, 11, 13, 1, 6, -10, -14, 8, 7], [-1, 8, 10, -2, 5, -9, -13, 12]]","[[13, 14, -2, -9, -4, -3, -1], [11, -3]]","[[1, 2, 10, -14, -7, -4, -3], [1, -6, 5, -7], [10, -13, -5], [7, 10, 13, -8, -6], [8, -6, 13, -1], [4, 6, -10, -9, -8, -7], [-8, -6, -14, -2], [4, 7, -8, -6, -1], [-13, 5, 6, 8, -1], [2, -14, -9, -7, 11, 13], [9, -4, -10], [3], [-11]]",0.984619140625,0.13916015625,0.13916015625,0.984619140625,0.9738317757009346,0.130615234375,T-,T+,0.994127441012821,0.9120857426405388,313,87,313,87
"[[-8, 7], [5, 8], [6, -13, -2]]","[[-7, -13, -2, 6], [6, 12, -2, 7], [4, 6, 7, -13, -10, -1], [8, 5], [-8, 7]]","[[1, 5, 9, 12, -13, -11, -10, -8, -4, -3, -2], [4, 5, 13, -12, -11, -9, -8, -6, -3, -2], [2, 10, -13, -12, -11, -9, -8, -6], [7, 9, 10, 13, -11, -6, -4, -2], [1, 6, 7, 8, 10, -11, -9, -3, -2], [4, 6, 11, 12, 13, -10, -9, -8, -2, -1], [5, -13, -12, -10, -8, -6, -4, -3, -1], [8, -5, 7], [-8, -7], [2, 12, -11, -9], [2, 9, 10, 12, -4], [2, 4, -6, -3, -1], [1, 5, 11, 13, -12, -9], [2, 10, 6, -5], [2, 9, 11, -12, -3], [6, 10, 13, -2, -1], [8, 10, -2, -9, -6, -4, -1], [1, 4, 8, 10, 12], [2, 3, -13, -9, -1], [1, 3, 5, -10, -7, 12, -4], [10, 9, -6, 11], [1, 4, 5, 8, -13, -12, -10, -9, -3, -2], [-7, -5]]",0.9833984375,0.2352294921875,0.9833984375,0.9833984375,0.9589953869810354,0.2381591796875,T+,T+,0.9830243270350462,0.8440432126451661,200,200,200,200
"[[-9, -4, -1, 12, 7, 14, 8, -6, 10, 11], [-6, -9, -14, 2, 11, 5, -7, -10], [-6, 5, 7, -10, -3, -2, 12, 11, -13, 4, 9, -8, -14], [8, 4, -2, -11, -7, 10]]",[],"[[-2], [2]]",0.9793701171875,0.0206298828125,0.0206298828125,0.9793701171875,nan,0.0,T-,T+,1.0,0.9929596015702443,398,2,398,2
"[[5, -8, -4, 6, 9, -1, 2, 12, -3], [2, 3, 12], [-9, 1, 3, -2, -10, 4, 11], [-4, 7, 13, -8], [-5, 1, 10, 6, 11, 12, -8, 9, 2, -14], [4, -7, 9, -12, 2, 11], [3, -7, 5, 13, 2, -9], [-8]]","[[1, 3, 4, 5, 7, 11, 12, -14, -13, -10, -9, -2], [8, 2, 3, 12], [4, 14, -12, -9, -6], [3, 13, -14, -6, -4], [2, 3, 4, 5, 6, 8, 9, 11, -12, -7], [-8]]","[[1, 2, 10, -14, -7, -4, -3], [8, 12, -3], [8, 4, -1], [2, -12, -3, -10], [3, 7, 8, -5, -4], [5, 9, 12, -7, -6, -4], [3, 8, -10, -9, -7], [7, 11, -10, -3, -1], [1, 2, 8, 9, 14, -11, -10], [1, 3, 10, 14, -13], [4, 10, -14, -13, -7, -6], [2, -13, -11, -4, -1], [3, 7, 11, 13, 14, -6, -4, -2], [4, 6, 7, 9, -5, -2], [3, 14, -12, -10, -9, -7], [2, 5, 14, -4, -3], [8, -12], [6, 12, -14, -13, -11, -10, -9, -8, -7, -4], [8, 1, 3, -2]]",0.9610595703125,0.1800537109375,0.9610595703125,0.9610595703125,0.8695652173913043,0.19091796875,T+,T+,0.9797667603409348,0.8980819422918255,191,209,191,209
"[[7, 13, 8, 4, -14, 11, -5, -9, 10], [-11, -14, 2, -1, 3, 6, 13, -10, -5]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-11, 9, 4, -6, 3, -13, 7, 2, 14, -5, -12, -10, 1], [-9, 7, -11, 12, -5, 6, 8, 14, 2, -13, -3, -4, 10], [-12, -1, -13, 7, 4, 2], [3, -9, 11, 8, 5, -7, -2, -1, -10, -4, 13], [-5, -2, 10, -8, -14, 4, 7, -9], [2, -9, -8, -7, -6, 11, 1, 12], [5, -7, 2, -6, -14]]","[[2, 4, 6, 7, 8, 10, -14, -13, -12, -11, -9, -5, -3, -1], [2, 5, -14, -7, -6]]","[[4, 6, 14], [9, 4, 12], [-8], [3], [-10], [-4], [11], [-5]]",0.97686767578125,0.06103515625,0.06103515625,0.97686767578125,0.990521327014218,0.03863525390625,T-,T+,0.9955843079205159,0.9711528323268881,389,11,389,11
"[[-9, 1, -3, -8, -13, 5, 6, 2, -12], [-8, 1, 9], [4, -3, 12, -11, -14, 7, -10, -5, 6, -8, -13, 1], [5, 12, -6, -1, -2, 11], [-2, -7, 9, 12, 13, -14, 11, -5], [14, 5, 2, 11, 6, -10, -13, -1, -9, -12, 8], [-9, 1, 4]]","[[5, 8, 11, 12, 14, -13, -2, -10, -7, -6, -3, -1], [-8, 1, 9], [5, -8, -7, 12, -2, 15], [4, 9, 11, -15, -14, -10, -6, -1], [1, 4, -10, 6], [1, 6, 7, 11, 14, -12, -8], [1, 4, -9], [3, -15, 11, 14]]","[[-4, -12, 5], [8, -13, 12], [-5, -12, -3], [-8, 4, -12], [12, 13, 6, -2], [-6, 5, -2, -9], [7, 12, 14, -8, -5], [2, 7, -11, -9, -6], [1, 10, 14, -12, -11, -7], [3, 11, -12, 6], [-13, 10, -5, -9], [11, -3, -2, -9], [-7, -14, 2, -3], [9, -14, 2, 4], [9, -10], [3, -4], [-1]]",0.86376953125,0.24664306640625,0.24664306640625,0.86376953125,0.6549066620996746,0.35638427734375,T-,T+,0.9814905968156299,0.8372966738692466,323,77,323,77
"[[-2, 3, 13, -8, 1], [-7, -14, 8, 1, 3], [-13, 3, -14, -9, -5]]","[[1, 3, 13, -8, -2], [1, 3, 8, -14, -7], [3, -14, -13, -12, -9, -5, -4]]","[[-8, 4, -12], [-13, 12, 5], [-5, -4, 7], [12, 6, -2], [8, -6, 13, -10], [-12, -4, 5], [2, -14, 13], [-14, -12, 8, -5, -4], [1, -14, -10, 9, 11, 12, -7], [-3], [-1], [14]]",0.9794921875,0.08056640625,0.08056640625,0.9794921875,0.9424460431654677,0.06787109375,T-,T+,0.9951679938981753,0.9499447140435702,376,24,376,24
"[[-13, -9, -3, -10], [-14, 13, 12, 1, 8, -4, 11, -9, -2, -7, 5, 10, 6], [-11, -7, -5, 2, -3, -4], [-8, -12, 11, -3]]","[[1, 2, 8, 9, 12, 13, 14, -11, -10, -7, -6, -5, -4, -3], [-8, 11, -12, -3], [-13, -3, -10, -9]]","[[3, -10, -9], [-3, -12, -11], [13, -10, 6], [-8, 7], [-4], [10, -13, -9], [8], [9], [5]]",0.98626708984375,0.1334228515625,0.1334228515625,0.98626708984375,1.0,0.11968994140625,T-,T+,0.9946540759857716,0.9053763343958495,363,37,363,37
"[[6, 14, 5, -9, -12, -3, 1, -4, -13, 2, 7], [5, 11, -10, -4, -13, -7, -12, -3, -14], [7, -5, -8, 11, 9], [-10, 2, -5, -1], [-6, -10, -5, 1, 11, 13, 3, 7, -8, 2, -4], [-4, -6, -3, -12, 8, -11, 7], [-11, 3, 9, -2, -7, 5, -6, -8, 10, -12, 14]]","[[2, -10, -9, -5, -1], [7, 9, 11, -8, -5], [8, 13, -12, -11, -10, -6, -3, -1]]","[[3, -13, -12, -10, -8], [3, 13, 6], [6, 9, -12, -5, -3], [-5, 4, -11], [-6, 12], [-2], [-4, -12], [-7, -13, 12], [10], [14], [5]]",0.961181640625,0.0992431640625,0.0992431640625,0.961181640625,0.9403914590747331,0.068603515625,T-,T+,0.991952004504472,0.951730835697819,380,20,380,20
