Used Theory,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]","[[-6, -9], [-12, -4, 14], [-8, 9, -13, 14], [-7, 6]]","[[4, 8, 11, -13, -7, -6], [3, 8, 12, 14, -13, -10, -7, -6, -4], [1, 2, 3, 13, -8, -7, -5], [9, -6, -4], [8, 6, 7], [-2, -1, 7], [9, -5, -11], [4, -3, -1], [10, 11, 13, -5], [7, 14, -12, -11, -5], [12, -10, -2, -5, -1], [6, 9, -10, -8, -3, -2], [8, 9, 14], [1, -6, -7, -2], [3, 13, -14, -11, -1], [5, 6, 8, -9, -3], [10, 3, 4, 7], [-8, 2, -13, -1], [-14, -5, 4, 12], [3, 4, 13, 14, -10, -5], [8, -12, -4, -3, -2], [3, 9, 11, -14, -10], [2, 4, 12, -8, -3], [8, 9, -13, -6, -5], [1, -13, -11, 9, -6, -7], [2, 3, 5, -8, 11], [2, -14, 6, -9], [-6, -13, -11, 8, 10, -5, -4], [3, 7, 14, -12, -11, -8, -4, -1], [13, 12, 5], [1, 10, -4], [-12, -10, -8, -6, 11, -3, 14]]",0.999755859375,0.48834228515625,0.48834228515625,0.999755859375,1.0,0.48809814453125,T-,T+,0.9927750217835238,0.7701733134404993,220,180,220,180
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]","[[-4], [-2]]","[[4, 8, 11, -13, -7, -6], [2, 13, -12, -11, -9, -7, -5], [5, 8, 9, 11, 14, -12, -10, -7, -1], [3, 4, 7, 8, 10, 12, 13, -6], [3, 8, 9, 10, 13, 14, -12, -5], [1, 2, 3, 13, -8, -7, -5], [-8, 4, 14], [-5, -12, -11, 14], [2, 12, -9], [2, 3, 7, -12, -9], [1, 4, 6, 12, -11, -7], [3, 9, 13, -14, -11, -1], [8, -13, -10, -6, -5, -1], [-8, -6, -12, -1], [9, -5, -3, 1], [2, 14, -10, -9, -6], [3, 6, 10, 11, 13, -14, -8, -7], [1, 4, 5, -13, -12, -9, -7], [9, 10, 12, 14, -13, -8, -7], [2, 7, 8, 9, -13, -11], [3, 7, 9, 11, -14, -10], [-8, -7, 2, 5], [-3, -11, -10, 8, -6, 12, 13], [2, 4], [4, 5, 13, -12, -11, -9, -3, -2], [8, 2, 6]]",1.0,0.3707275390625,1.0,1.0,1.0,0.3707275390625,T+,T+,0.9930157055080377,0.8198364800477624,137,263,137,263
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]","[[9], [-8]]","[[4, 8, 11, -13, -7, -6], [4, 7, 14, -13, -12, -11, -10, -6, -5], [2, 6, 12, 14, -13, -9, -7, -4], [10, 11, 13, -2, -7, -6, -5, -1], [7, 8, 13, 14, -12, -11, -6, -5, -3, -1], [8, -9], [5, -14, -12, -2, -1], [3, 8, 14, -13, -4], [1, 11, -14, -7, -2], [5, 13, -10, -7, -3], [4, -11, -2, -7, -1], [1, 5, 7, 12, -14, -4], [12, 13, -1, -9, -3, -2], [12, -13, -10, -7, -5, -1], [2, -6, -1, -9], [-7, 2, 3, 4], [1, 5, 6, 14, -7], [-5, 3, -9], [4, 6, -11, -5, -3], [1, 2, 10, -12, -4], [5, 8, 11, 12, 14, -6, -4, -2], [10, 3, 4, 13], [2, 13, -9], [4, 9, 11, -14, -12, -10, -3, -1]]",1.0,0.3575439453125,1.0,1.0,1.0,0.3575439453125,T+,T+,0.9924926689555182,0.88167602220699,150,250,150,250
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]","[[14, -9], [8]]","[[2, 13, -12, -11, -9, -7, -5], [4, 7, 14, -13, -12, -11, -10, -6, -5], [1, 2, 3, 4, 12, -9, -6, -5], [1, 2, 3, 13, -8, -7, -5], [-8, -7, 6], [-6, -4, -2], [-8, -1, 7], [3, 4, -2, 7], [6, -13, -11, -10, -3], [-7, 10, -13, 1], [9, -11, 5], [1, 2, 7, -12, -11], [-7, 13, 12, -11], [-3, 5, -7, -2], [-5, 13, 6], [-3, -4, 5, 14], [2, 10, -14, -4, -1], [11, 13, -7, -5, -1], [1, 3, 4, -14, -7], [2, -14, 11], [-8, 9], [-8, 11], [3, -12, 6, 7, -10, -2], [9, -3, -1]]",0.9979248046875,0.49822998046875,0.49822998046875,0.9979248046875,0.9992629898046923,0.49688720703125,T-,T+,0.9983207762702938,0.7636489021852432,204,196,204,196
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]","[[10, -11, -2], [-4]]","[[3, 8, 9, -13, -10, -6, -5, -1], [1, 2, 8, 14, -12, -11, -10, -9, -6], [2, 7, 11, 12, -14, -9, -6, -1], [2, 5, 12, 13, -11, -10, -7, -6, -3], [8, 2, 6], [-8, 3, 13], [-5, -12, -11], [10, 11, 13, -5], [6, 9, 13, -8, -3], [5, 10, -13, -12, -8], [5, 6, -11, -1, -2], [8, 12, -13, -7, -2], [-14, 11, 5, -10], [8, 9, -11, 7], [10, 11, -9, -8, -3], [3, 14, -11, -6, -5], [9, -12, 14, -10], [3, 6, 9, -14, -1], [-14, -9, -6, -3, -2], [3, 8, 10, 13, 14], [10, 12, -13, -7, -3], [2, 3, 5, 9, -13, -8, -6, -4], [5, 13, -12, -10, -6, -4, -3, -2], [2, 8, 9, 12, 14, -6, -5, -4, -3], [-14, -11, 8, 9, -5, -4, -2], [4]]",0.99609375,0.40899658203125,0.40899658203125,0.99609375,1.0,0.40509033203125,T-,T+,0.9980849728617663,0.7654342347685322,212,188,212,188
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]","[[-6, -5, 13], [1, 6, 10, 12, 14, -8, -2], [-8, 9], [2, 4, -9, -7, -6]]","[[-3, -2, -1], [-14, 11, -9], [2, -4, -11], [-6, 5, 13], [-7, -11, -2], [12, 6, 14], [-7, -4, 13], [2, 13], [1, 11, -14, -7, -2], [-7, -10, 14, -1], [10, -13, -9], [9, 10, 11, -6, -3], [-14, 6, -1], [-6, -11, 14, -10], [-7, -13, -12, 6], [2, -5, 12, -3], [13, -1, 7], [1, -5, -11, 7], [-12, -9], [1, -6, -7, -9], [3, 4, 7], [8]]",0.971435546875,0.36761474609375,0.36761474609375,0.971435546875,0.9989222202263337,0.33978271484375,T-,T+,0.9945757518674295,0.8064860498836036,307,93,307,93
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]","[[9], [2]]","[[10, 11, 13, -2, -7, -6, -5, -1], [3, 4, 7, 8, 10, 12, 13, -6], [1, 4, 8, 11, 12, -14, -7, -5, -2], [7, 8, 13, 14, -12, -11, -6, -5, -3, -1], [3, 5, -2], [-5, -4, -9], [-7, 14, -2], [1, 6, 7, 14, -11, -5, -3], [11, -14, -12, -6, -3], [6, 13, -8, -4, -2], [8, 3, -4, 12], [4, 5, 6, 10, 12, 14, -3], [4, 6, 8, 13, -12, -11, -3], [3, 10, -12, -9, -8, -1], [5, 13, -12, -10, -6, -3], [5, 13, 14, -8, -4], [-14, -13, -7, -4, -2], [4, 7, 14, -10, -5], [-2, -9], [1, 4, 5, 10, -12, -11, -8, -7], [4, 9, -6, 11, -7], [8, -13, -9]]",0.9921875,0.37603759765625,0.9921875,0.9921875,1.0,0.36822509765625,T+,T+,0.9985625186415653,0.8325202921517533,140,260,140,260
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",[],"[[3], [-3]]",0.967041015625,0.032958984375,0.032958984375,0.967041015625,nan,0.0,T-,T+,1.0,0.9897977499940633,397,3,397,3
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]","[[1, 6, 9, 10, 11, 13, -8, -7], [12, 14, -1, -5, -2], [6, 13, -14, -10, -8, -3], [1, 5, 7, 11, 12, -14], [-6, 11, 13, -2], [10, 3], [-1, -10], [13, -9]]","[[4, 8, 11, -13, -7, -6], [2, 7, 11, 12, -14, -9, -6, -1], [10, -3, -1], [-7, 2, 1], [8, -13, -9], [9, 13, -11], [1, 3, 6, 8, -10], [4, 5, 11, -6, -2], [2, 4, 12, -13, -3], [-7, -3, 12, -11], [-5, -11, 7], [-7, -4, 6], [9, -6, -4, 5], [3, 13, 14, -10, -5], [1, 2, 3, -9], [11, -13, -9, -8, -6], [13, -12, -7, -3, -2], [5, 10, -9, -8, -7], [3, -13, 5, -10, 7, 9, 11], [5, 6, 11, 12, -10, -9, -3, -2], [8, -14, -5], [1, -11], [3, -10, 8, -7, -6, 12, 14], [-14, -13, -4], [1, 3, 9, -13, -12, -10, -6, -2], [-8, -3, 14]]",0.96240234375,0.54345703125,0.54345703125,0.96240234375,0.9715521165225307,0.536376953125,T-,T+,0.9444511117374628,0.7462624778344612,207,193,207,193
