Used Theory,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]","[[-6, -9], [-4, -12, 14], [-8, -13, 14], [-7, 6]]","[[-14, 12], [11], [3], [-14, -6, -1, -5], [-7, 5], [-8], [7], [9], [13], [14]]",0.988037109375,0.596435546875,0.596435546875,0.988037109375,0.980722891566265,0.60791015625,T-,T+,0.9729488856157789,0.7238394164692671,297,103,297,103
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]","[[-4], [-2]]","[[-8, 2, 10, -12], [5, 12, -14, -13, -11, -6, -3], [-8, 1, 13, 9], [7, -14, -12, -8, -3, -1], [9, -14, -10, -7, -3], [3, 8, 10, -12, -7], [1, 5, 8, 14, -13, -12, -11], [-7, -14, -6, -1], [1, 10, -12, 7], [1, 6, 7, -14, -11, -3], [6, 8, 13, -11, -9], [-8, 2, 11], [-6, 2, 3], [-14, 4], [-7, -11], [2, -5, -9], [2, 6], [1, 11, -3, 7], [-8, -13, 12, -10], [1, -13, -3, 9], [8, 3, -9, -13], [1, 4], [-3, -12, 5, -7], [4, 13, -1, 7], [9, 3, 4], [13, 2, 11, 5], [8, -14, 10, 6], [-8, 10, 4], [-6, -13, 4, 14], [-9, 8, -7, 11, -4, -1], [11, -5, 6, -10], [1, 6, 9, 10, -5, -7], [-12, -10, 8, -6, -5], [-8, -7, -13, 5], [9, -6, 13], [-13, -5, 7, 9, 11], [10, 5, -1], [-9, 6, -10, 8, -7, 12], [3, 5, 14], [1, -14, -10, -6, 13]]",1.0,0.703369140625,1.0,1.0,1.0,0.703369140625,T+,T+,0.9982573265413713,0.7020737236357343,184,216,184,216
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]","[[-8], [9]]","[[-7, 5, -12, -3], [2, 8, 11, 12, 14, -7, -4, -3, -1], [5, 12, -14, -13, -11, -6, -3], [-5, 6, -2, 7], [-5, 11, 6, -10], [5, 7, -13, -4, -3], [-7, -14, -6, -1], [4, 10, 12, -14, -13, -2, -1], [3, 7, -13, -2, -5, -4, -1], [4, 5, 7, 13, -12, -3, -1], [2, 4, 13, -14, -11, -6, -1], [5, 7, 10, 13, -11, -1], [2, 5, -13, -7, -6, -4, -1], [8, -9], [3, 6], [-14, -5, -10], [10, 13, -2], [8, -14, 12], [10, -2, 7], [-7, -14, 12, -4], [7, -10, -6, -5, -3], [-11, 14, -9], [-7, 5, 6], [8, 4, -10], [-3, -4, -12, 6], [10, 11, -1, -9], [1, 6, 7], [2, 5, 12, 14, -10], [10, 11, 13, -14, -5], [7, 8, -12, -6, -4], [4, 7, -14, -11, -6], [-5, -12, -1, -9], [10, 3, 5, -2], [1, 10, -12, 7], [-3, 13, 11, 5], [-7, -11, 13], [8, -13, 5], [8, 3, -12], [2, -6, 12, 13, -1], [1, -6, 13], [1, -12, -2], [3, -13, -9, -5, 12]]",1.0,0.6954345703125,1.0,1.0,1.0,0.6954345703125,T+,T+,0.9982573265413713,0.6988366284036043,176,224,176,224
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]","[[14, -9], [8]]","[[1, 3, 5, 13, -10, -6], [2, 3, 6, -14, -9], [1, 3, -13, -9, -5, -2], [1, 10, -12, 7], [5, 7, 10, 13, -11, -1], [-6, -14, 13], [1, 9], [-7, -11], [-14, -1], [-3, 7], [-13, 6], [10, 3, -2], [9, 11, 7], [4, -1, 6, -2], [-14, -4, 12], [9, 12, 14], [4, 7, -12, -11, -6], [-7, 3, 4], [-5, 6, -2, 7], [-3, 5], [-13, -4, -1], [1, 2, 10, 7], [11, -10, 6, -5], [2, 10, -4], [-10, -5, 9, 11, -3], [-8]]",0.9979248046875,0.610107421875,0.610107421875,0.9979248046875,1.0,0.6080322265625,T-,T+,0.9979642597744398,0.724253614291584,258,142,258,142
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]","[[10, -11, -2], [-4]]","[[6, 7, 8, 10, 11, 12, -14], [7, -13, -10, -6, -5, -3, -2], [-5, 11, 6, -10], [-8, 1, 13, 9], [7, -14, -12, -8, -3, -1], [8, 9, 10, 14, -13, -5, -2], [9, -14, -10, -7, -3], [6, 8, 9, 10, 11, 13, -14, -7, -1], [7, 9, 10, 11, 14, -6], [1, 10, -12, 7], [-7, -14, -6, -1], [1, 6, 7, -14, -11, -3], [-11, 13, -7], [6, 8, 13, -11, -9], [3, 5, 10, 11, 14, -2], [9, 13, -14, -12, -10, -8, -3, -2], [2, 5, 11, 13, -3], [5, 7, 10, 13, -11, -1], [7, 9, 10, 11, -13, -1], [-6, 13], [2, -5, -9], [1, 11, -3], [-7, 5], [-8, 10, -12], [-5, 6, 7], [1, 5, 14, -10], [8, 3, -12], [11, 12, -2, -10], [-14, 1, -6, 2], [-5, -12, -9], [8, -11, -10], [5, 7, -8, 9, -6, -2], [-5, 11, 12, -13], [3, 6], [-8, 2, 11], [-14, 5, -6, 12, -3], [-1, -2, -9], [3, -13, -11], [-14, 5, 8, 10, -1], [-13, 6, 14], [4]]",0.99609375,0.556884765625,0.556884765625,0.99609375,1.0,0.552978515625,T-,T+,0.9976783928732215,0.6737482425721315,253,147,253,147
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]","[[1, 2, 3, 11, 14, -13, -12, -10, -8, -7, -6, -4], [-8, 9], [-6, -5, 13], [2, 4, 8, -7, -6]]","[[-7, -11], [12, -4], [3, 14], [3, 13, -10], [-3], [-5], [-9], [11], [2], [-1], [8], [-12]]",0.9676513671875,0.3992919921875,0.3992919921875,0.9676513671875,1.0,0.366943359375,T-,T+,0.9924078920827595,0.8352199499621121,341,59,341,59
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]","[[2], [9]]","[[-7, 5, -12, -3], [1, 4, 6, 7, 14, -13], [5, 6, 11, 14, -8, -4, -2], [-5, 6, -2, 7], [7, -13, -10, -6, -5, -3, -2], [-5, 11, 6, -10], [3, 8, 14, -12, -10, -6], [1, 3, 4, 11, 13, -7, -5], [1, 3, 5, 13, -10, -6], [3, 8, 10, -12, -7], [4, 8, 11, -14, -10], [1, 5, 8, 14, -13, -12, -11], [5, 7, -13, -4, -3], [-7, -14, -6, -1], [7, 8, 11, -13, -12, -6, -4], [4, 5, 7, 13, -12, -3, -1], [5, 6, 8, 10, -13, -1], [5, 7, 10, 13, -11, -1], [5, 11, 12, 13, -10, -2, -3, -1], [-2, -9], [-11, 6], [-14, 12], [1, -3], [-14, -6, 4, 7], [3, 13, -2, 14], [-7, 5, 6, -1], [3, 6, 11, -13, -10, -4], [11, -4, 13, -5], [10, 3, 5, -2], [3, 7, 14, -1], [-4, 6, -9], [-7, -5, -11], [7, -14, -12, -8, -3], [4, 6, 10, -14, -5], [1, 10, -12, 7], [3, -4, -1, -13], [1, 11, -12, -2], [-8, 11, 12, 6], [-7, -11, 13], [1, 13, 3, 10, 12, -4], [8, -13, -9], [-8, -5, -4], [4, -12, 7, 10, 14]]",0.9921875,0.71160888671875,0.9921875,0.9921875,1.0,0.70379638671875,T+,T+,0.9982573265413713,0.70119862106639,191,209,191,209
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",[],"[[-9], [9]]",0.967041015625,0.032958984375,0.032958984375,0.967041015625,nan,0.0,T-,T+,1.0,0.9919270324590483,398,2,398,2
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]","[[10, 3], [-10, -1], [13, -9], [11, 13, -2]]","[[2, 3, 6, -14, -9], [2, 5, 11, 13, -3], [5, 7, 10, 13, -11, -1], [8, -14, 11], [2, 12, 14], [10, -2, -9], [-7, -11], [8, -12, -3], [-6, -14], [3, -12, -10, -9, 8], [9], [-8], [-13], [-4], [-5], [1]]",0.986328125,0.66876220703125,0.66876220703125,0.986328125,1.0,0.65509033203125,T-,T+,0.995600261366853,0.6775993609062154,278,122,278,122
