Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Literals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-1, 5], [-8, -6], [-3, -5, 14], [-12, 13, -10], [6, 8, -9], [9], [-5, 1, -9], [-14, -13, -11], [4, -12], [10], [-13], [-2], [-8, -2, -5]]",112,16272,0.9931640625,13,2.1538461538461537,"[[-8], [8]]","[[3, 4, 5, 8, 12, 13, -14, -11, -7, -6], [3, 4, 6, 7, 12, 13, 14, -11, -9, -8, -5, -1], [2, 4, 6, 7, 11, 12, 13, -10, -9, -8, -5, -3], [1, 2, 4, 5, 8, 12, -14, -9, -7, -6, -3], [2, 3, 7, -14, -10, -9, -8, -5, -4, -1], [1, 3, 5, 11, 12, -14, -9, -7, -6, -4], [1, 2, 7, 8, 11, 12, 13, -14, -4], [1, 2, 3, 5, 13, -9], [11, 12, 13, -10, -6, -1], [2, 6, 13, -14, -10, -8, -7, -3], [2, 7, 8, 12, -11, -9, -6, -1]]",0.9931640625,0.04315185546875,0.9931640625,0.04315185546875,0.04315185546875,0.9103448275862069,0.04425048828125,T+,T-,T-,0.9770025022353135,0.985178408767429,1191.5392571916468,767.9317110218019,23,977,23,975
"[[9, -10, 5], [4, 5, -3], [5, -8, -2], [14], [14, -9, 11], [14], [10, 7, -14], [13, 6, -2], [14, -4], [12], [6]]",1056,15328,0.935546875,11,2.1818181818181817,"[[-8, 10, 11], [8, 11, 7], [10, -11, 7], [12], [6], [14], [5]]","[[2, 5, 11, 13, -12, -10, -9, -7, -6, -4, -3], [1, 3, 9, 10, 13, -12, -11, -8, -6, -5, -2], [4, 10, -14, -13, -9, -7, -6, -5, -3, -2], [1, 2, 3, 4, 5, 9, 10, -14, -13, -8, -6], [1, 3, 10, -13, -12, -11, -9, -8, -7, -4, -2], [2, 4, 11, -13, -10, -9, -8, -5, -3, -1], [1, 3, 4, 5, 8, 11, -10, -9, -7, -2], [4, 7, 9, -14, -13, -12, -2, -10, -8, -5, -3, -1], [2, 3, 5, -13, -12, -11, -9, -4, -1], [2, 4, 8, 9, 10, 11, 13, -12, -6, -5, -3, -1], [1, 3, 4, 7, 9, 11, 13, -14, -12, -8, -5], [1, 2, 3, 7, 8, 11, 13, -12, -10, -9, -5], [1, 2, 10, -14, -7, -4, -3], [-14, -6, -12], [3, -14, -13, -12, -7, -5], [1, 4, -9, -7, -6, -5], [2, 3, -14, -10, -9, -4, -1], [8, -12, -11, -10, -6, -4], [2, 5, 7, -14, -10, -9, -1], [1, 4, 10, 11, -13, -8, -7, -5, -3], [1, 4, -13, -11, -9, -7, -6, -2], [2, 4, 8, 10, 13, -14, -6, -1], [2, -8, -7, -6, -5, -4, -3, -1], [1, 3, -10, -9, -7, -5, -4, -2], [8, 11, 13, -14, -2, -4, -3, -1]]",0.974609375,0.12237548828125,0.974609375,0.974609375,0.974609375,0.8281701776125568,0.14776611328125,T+,T+,T+,0.9348360573356206,0.909730286418835,3376.2540878347545,4677.026542973121,101,899,101,897
"[[11], [-3, 1], [-12], [5], [-8, 10, -3], [-3, 14, -6], [-3, -1, -8], [11, -6], [-9], [12, 2], [-3, 4]]",280,16104,0.98291015625,11,1.9090909090909092,"[[-5], [5]]","[[6, 8, 9, -14, -13, -11, -10, -2, -4, -1], [-11, 9, -5, 12, 15], [3, 4, 7, 10, 13, 14, -15, -8, -1], [7, 8, 10, 14, -15, -13, -4, -3], [1, 3, 8, 9, 12, -14, -11, -6, -2], [1, 3, 4, 6, 9, 14, -13, -10, -5], [3, 9, 12, 13, -14, -10, -5, -2], [1, 3, 4, -15, -2], [3, 8, 9, 12, 14, 15, -13, -6, -5], [-15, -4, -1, 7], [3, 4, 9, 12, 13, 15, -8, -6, -5], [-15, -1, 14, -2]]",0.98291015625,0.31951904296875,0.98291015625,0.31951904296875,0.31951904296875,0.9492293744333635,0.33660888671875,T+,T-,T-,0.9746349312805958,0.9842873842682818,1314.2071128687392,814.0971974028378,25,975,25,973
"[[-6, 10, 11], [7, 11, 2], [-4], [-12, 11], [-14, -12], [1, -3, 8], [-9, -10], [-6, 5], [-4, -9], [-14], [-7], [6, -1]]",362,16022,0.9779052734375,12,2,"[[14], [-14]]","[[1, 3, 6, 7, 8, 10, 14, -13, -12, -9, -5, -2], [1, 4, 6, 7, 11, 13, -9, -8, -5, -3, -2], [2, 4, 8, 9, 13, 14, -12, -10, -6, -5, -1], [4, 7, 14, -13, -12, -10, -8, -6, -1], [1, 3, 4, 10, 12, -13, -11, -9, -6, -5, -2], [4, 7, -5, 14, 15], [6, 9, 10, -15, -13, -12, -3, -2], [1, 3, 4, 14, -13, -11], [16, 2, 4, -11, -8, 12], [-16, 10, 7, -9, -6, -3], [4, 9, 14, -8, -5, -2], [-8, 17, 10, -11], [6, 7, 9, 12, 13, 14, -17, -5, -3, -2], [1, 3, 9, 13, -17, -12, -6, -5, -2], [9, 11, 12, 13, -10, -6, -3, -2], [1, 4, 5, 7, 12, -11, -10], [3, 6, 10, 11, 12, -15, -2], [1, 6, 9, 13, -16], [2, 3, 6, -15, -12], [2, 8, 9, 12, 13, -15, -6], [10, 14, -16, -9, -3], [1, -11, -2, -15], [-15, -17]]",0.9779052734375,0.9779052734375,0.9779052734375,0.9779052734375,0.9779052734375,0.9779052734375,1.0,T+,T-,T-,0.9560597341194387,0.9694657228855751,2276.619495905456,1582.032543021823,44,956,44,954
"[[3], [6, 13], [1, -14, 5], [9, 3], [1], [12, 2, 5], [-9], [-6, 13], [2, 12], [-12, -11], [10, -7, 11], [1]]",416,15968,0.974609375,12,1.9166666666666667,"[[-7, -14, 2], [-6, 5, 14], [-8, 9, -13, 14], [1, -13], [-11], [-9], [13], [10], [3]]","[[4, 7, 14, -13, -12, -10, -8, -6, -1], [4, 7, 9, -14, -13, -12, -2, -10, -8, -5, -3, -1], [-13, 11, -3, -1, 15], [-15, 7, -8, -6, 12, -4], [16, -13, -11, -2, 9, -1], [4, 5, 6, 10, -16, -14, -8, -7], [4, 6, 7, 12, -16, -14, -5, -3], [5, 7, 9, 10, -12, -4, -3, -1], [9, 17, 14, 7], [4, 6, 10, -17, -13, -12, -5, -3, -2], [2, 5, -17, -13, -12, -10, -8, -4, -1], [8, 10, 12, -17, -13, -11, -5, -4, -3], [9, 11, -14, -10, -6, -1], [8, 9, 18, 6], [4, 5, 10, 12, -18, -13, -11, -7, -1], [-14, -12, 11, -7, -5, -3, -18], [2, 5, 9, 11, -14, -13, -8], [-15, 5, -2, -10], [2, 9, 14, -15, -12, -10, -6], [4, 5, 7, 8, 10, 14, -6], [4, -17, -11, -1, -10, -3, -2], [10, -15, -12, -8, -5], [7, 12, -15, -4, -2], [16, 2, -12, 5, -7, -3, -1], [-16, -14, 6, -10, 8, -4], [4, 5, 9, 10, 16, -1, -8, -7, -6, -2], [-16, 12, 14]]",0.97998046875,0.6304931640625,0.97998046875,0.6304931640625,0.6304931640625,0.9717034521788341,0.6470947265625,T+,T-,T-,0.956151391151763,0.9684681602297357,2271.8705900318887,1633.717951499876,49,951,49,949
"[[9, -14], [12, 11, -4], [10, 13], [-2], [-1, 9, 8], [4, -11], [10], [8], [-14, -3, 2], [11, -14]]",704,15680,0.95703125,10,2,"[[-6, -11, -9], [11, -4, 7], [-14, -12], [-7, -14], [4, 13], [8], [-11, -10, 7, 9, -6], [-2], [-13, -3], [10]]","[[3, 4, 6, 9, 11, 13, 14, -12, -10, -1], [2, 3, 5, -13, -12, -11, -9, -4, -1], [3, 5, 7, -14, -13, -12, -10, -8, -6, -1], [2, 5, 11, 13, -12, -10, -9, -7, -6, -4, -3], [2, 4, 6, 11, 12, 14, -13, -10, -9, -7, -5, -1], [2, 5, 9, 13, -12, -11, -10, -8, -7, -6, -4, -3, -1], [2, 3, 5, 12, 13, -14, -11, -8, -6, -1], [4, 7, 14, -13, -12, -10, -8, -6, -1], [2, 5, 9, 11, 14, -13, -12, -10, -6, -3, -1], [2, -10, -9, -8, -4, -1], [3, 4, 6, 11, 14, -10, -7], [2, 11, 14, -13, -12, -9, -3], [3, -13, -11, -10, -9, -8, -6], [7, 9, 12, -10, -8, -5, -4], [1, 2, 5, 11, -13, -8], [1, 4, 5, 7, 11, 14, -12, -10, -6], [2, 5, 12, 14, -13, -11, -10, -4, -3], [2, 4, 11, -10, -9, -8, -5, -3], [2, 3, 6, 7, 9, 14, -13, -5], [2, 5, 6, 13, 14, -12, -10, -3], [1, 3, 5, 6, 7, 10, 13, -9, -4], [-8, 2, 14, -10]]",0.9638671875,0.08050537109375,0.9638671875,0.9638671875,0.9638671875,0.7175344105326152,0.10198974609375,T+,T+,T+,0.95817182154832,0.9543814421587495,2167.1886738271687,2363.5746410543716,67,933,67,931
"[[-8, 11], [-4, -1, 6], [1, 9], [14], [-12, 14], [-9], [2], [5], [-6, -3], [6, -9], [10], [-13, -10, 2]]",96,16288,0.994140625,12,1.75,"[[10], [-10]]","[[4, 6, 13, -14, -12, -2, -10, -8, -7, -3, -1], [4, 6, 9, -14, -12, -11, -10, -8, -7, -2], [3, 6, 9, 13, -14, -12, -11, -2, -8, -1], [7, 8, 9, 11, -14, -13, -12, -10, -6, -5, -4, -1], [3, 4, 6, 7, 9, 12, 13, -14, -10, -5, -2], [6, 8, 9, 11, -14, -12, -7, -5, -3], [3, 4, 8, 11, 12, 13, -10, -7, -6, -1], [-14, -1, 9, -5, -2, 15], [3, 4, 7, -15, -12, -11, -8, -6], [-15, -13, -12, -10, -8], [4, 6, 7, -15, -3], [8, -15, 3, 12]]",0.994140625,0.27227783203125,0.994140625,0.27227783203125,0.27227783203125,0.9789335088874259,0.27813720703125,T+,T-,T-,0.9848998953105084,0.9902433316447871,782.3619643029535,505.5094899275055,15,985,15,983
"[[-14, -13], [-14], [-11], [-3, 5, 9], [-14, 5], [-1, 3], [12, 6], [-3, -8], [-11], [-7, 1], [2], [1], [3, -11, 6]]",144,16240,0.9912109375,13,1.7692307692307692,"[[-8], [8]]","[[5, 6, 7, 11, -13, -12, -10, -2, -4, -3, -1], [6, 7, 8, 9, 11, 13, -12, -10, -5, -4, -3], [4, 7, 8, 11, 12, 13, -10, -9, -6, -1], [4, 6, 8, 10, 11, -13, -9, -5, -1], [8, 9, 11, 12, 13, -10, -6, -3, -2], [8, 11, 14, -1, -3, -2], [10, 11, 12, 14, -6, -3], [5, 6, 7, 8, 11, 14, -13, -9, -4], [6, 7, 9, 10, 14, -12, -5]]",0.9912109375,0.03460693359375,0.9912109375,0.03460693359375,0.03460693359375,0.7974683544303798,0.04339599609375,T+,T-,T-,0.9789524906920941,0.9820244031001668,1090.5070570323517,931.3460793327143,21,979,21,977
"[[-2, 1], [-6, -11, 2], [-7], [-14, -11, 2], [-8, 6], [2, -1, -13], [10, -14, -4], [-13, -9, -12], [-7], [2, 14], [-12], [7, 11], [12, 5]]",168,16216,0.98974609375,13,2.1538461538461537,"[[-9], [9]]","[[6, 7, 8, -14, -11, -10, -9, -5, -4, -3], [4, 7, 8, 9, 12, 13, -14, -11, -10, -6, -3, -1], [3, 4, 9, 12, 13, 14, -2, -8, -6, -5, -1], [3, 7, 8, 10, 12, 13, 14, -11, -9, -6, -5, -4], [6, 8, 9, -14, -13, -11, -10, -2, -4, -1], [7, 12, -11, -5, -1], [7, 8, 14, -13, -5, -4], [4, 6, 7, 8, 10, -11, -5, -3, -2], [7, 12, 14, -10, -9, -1, -3, -2], [3, 9, 12, 13, -14, -10, -5, -2]]",0.98974609375,0.0445556640625,0.98974609375,0.0445556640625,0.0445556640625,0.8129175946547884,0.0548095703125,T+,T-,T-,0.9726148135106091,0.9791183996784216,1418.8728313620675,1081.9110318320086,27,973,27,971
"[[5], [1, 3, 10], [5, -9], [7, 5, -11], [9, 1, -7], [8, -4], [-3], [-2, 9], [-8, 7, 3], [6, 9], [2, -8, 4]]",784,15600,0.9521484375,11,2.272727272727273,"[[9, 3, 4], [8, 4, 5], [-3], [-8], [-4], [1]]","[[3, 4, 7, 9, 10, 11, -6, -1], [6, -11, -9, -8, -5, -4, -2], [1, 4, 6, 7, 8, 11, -10, -9, -5, -2], [1, 4, 8, -11, -9, -7, -5, -2], [1, 3, 4, 6, 8, 11, -7, -2], [3, 4, 7, 11, -10, -9, -2, -1], [2, 4, 6, 8, 10, 11, -9, -5], [3, 4, 8, -11, -10, -9, -7, -6, -2], [4, 6, 11, -10, -9, -8, -2, -1], [2, 11, -10, -9, -8, -7, -6, -5, -4, -1], [2, 3, 6, 7, 8, 11, -10, -9], [1, 3, -10, -9, -8, -7, -6, -4], [2, 3, 4, 6, 10, -11, -7, -5], [-5, 3, 12, -9], [4, 8, 10, 11, -12, -7, -6, -2], [2, 3, -10, -6, -5], [-11, -8, -7, -4, 13], [3, -13, -10, 9, -6, -1], [-13, -12, 6, 10, -1], [-6, 3, -13, -2, -9, 10, -1], [2, 3, -6, -13, 9, 10, -5], [2, 4, 8, 11, -10, -7, -5], [2, 4, 8, 10, -6, -1], [3, 11, -10, -6, -5], [-6, -12, -1], [-12, -10]]",0.9677734375,0.4332275390625,0.9677734375,0.9677734375,0.9677734375,0.9318958716802525,0.4642333984375,T+,T+,T+,0.9368417405954782,0.9256274220154476,2402.091117713724,2828.6040600633496,69,931,67,904
